Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,0,0,0,4,0,0,4,7,2,10,4,3,4,5,3,0,0,0
Australia,0,0,0,0,0,0,0,5,1,7,3,3,0,0,0,0,0,0
China,0,0,0,0,0,0,0,1,1,1,0,0,2,2,3,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Hong Kong, China",0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0,1,0,0,0,0.390292973,0,0.323654704,0.284959256,1,0,0.047810851,1,0,0,0
