Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,135463,68914,69362,174239,207059,126133,213979,417261
China,52274,26400,25856,85916,125134,68487,100123,244975
South Africa,46959,20006,21939,58551,41290,25147,50679,59031
Zambia,3194,3039,6320,7516,7616,7786,20424,52410
Angola,44,1950,1523,1746,9854,2704,5874,15951
India,6113,1890,2111,4263,3204,2032,7392,13210
"Tanzania, United Republic of",541,42,24,506,442,18,3796,6074
Türkiye,3378,539,188,1155,4736,7192,3163,5715
Sweden,3725,2308,546,1099,5264,711,3435,4717
Uganda,3784,1813,2248,1469,1624,2073,1663,3713
United Arab Emirates,2404,916,467,341,366,857,1965,2979
Rwanda,167,295,405,1282,1644,1885,2162,2358
Kenya,1829,1478,1057,1163,830,2194,2023,1480
Belgium,2075,1629,585,674,1491,377,1304,1329
Australia,2938,2009,420,2708,652,3259,900,923
Lebanon,412,201,72,52,150,29,175,435
Germany,143,38,251,9,37,41,128,369
Portugal,0,2,0,885,539,106,0,365
France,327,270,360,412,360,221,542,273
United States of America,394,125,26,22,77,84,104,139
Japan,1747,1228,2897,576,539,69,80,124
Mauritius,0,0,0,0,0,0,147,104
Poland,0,7,0,451,12,0,0,99
"Korea, Republic of",225,275,264,420,266,113,1268,87
"Hong Kong, China",360,0,0,2113,3,43,2,84
Finland,3,18,0,61,12,0,10,45
Italy,138,330,117,74,40,36,49,44
Canada,31,4,254,293,116,192,156,40
Zimbabwe,27,459,787,112,259,117,20,36
Cameroon,0,0,0,0,0,0,0,32
Burundi,5,0,0,3,37,9,14,30
Thailand,87,118,1,2,0,0,0,26
Mexico,0,0,0,0,0,0,0,18
United Kingdom,1,12,43,1,1,57,18,12
Egypt,0,0,0,0,7,0,0,7
Denmark,0,0,0,0,0,0,0,6
Mozambique,0,0,0,0,0,0,0,5
Nigeria,0,0,0,0,0,1,41,5
Armenia,0,0,0,0,0,0,0,3
Spain,67,78,473,114,18,0,146,3
Switzerland,111,0,1,0,0,6,0,3
Ireland,0,0,3,0,0,0,0,1
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,1
"Korea, Democratic People's Republic of",49,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,3829,0
Andorra,4,0,0,0,0,0,0,0
Austria,94,0,0,0,13,0,0,0
Bahrain,0,835,0,9,8,23,35,0
Bangladesh,0,0,0,2,0,0,0,0
Botswana,262,0,0,0,0,0,0,0
Brazil,358,7,13,0,14,0,7,0
Bulgaria,0,0,8,0,3,0,0,0
Congo,0,0,0,0,88,1,2,0
Croatia,0,0,0,0,1,0,0,0
Ethiopia,0,0,0,3,3,0,0,0
Gabon,0,0,2,0,0,0,0,0
Greece,0,0,0,0,0,0,1,0
Iceland,0,0,0,1,0,0,0,0
Indonesia,7,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,9,0,0,0,0,0,0
Israel,170,0,11,0,0,0,2,0
Luxembourg,0,0,2,0,0,0,0,0
Malaysia,72,0,0,0,0,0,0,0
"Taipei, Chinese",24,98,0,36,41,1,99,0
Morocco,0,16,0,0,0,0,0,0
Oman,0,21,0,0,0,0,0,0
Namibia,17,0,0,0,28,0,0,0
Netherlands,78,160,0,80,5,0,0,0
Curaçao,3,0,0,0,0,0,0,0
Peru,78,0,0,0,0,0,0,0
Romania,2,0,0,0,0,3,0,0
Russian Federation,53,0,0,0,0,0,0,0
Saudi Arabia,2,0,0,8,0,0,0,0
Seychelles,1,0,0,0,0,0,0,0
Singapore,260,35,0,0,27,0,12,0
Viet Nam,114,77,85,108,204,255,362,0
Eswatini,18,0,0,0,0,0,0,0
Tunisia,0,0,0,1,0,0,10,0
Turks and Caicos Islands,0,174,0,0,0,0,0,0
Ukraine,290,0,0,0,0,0,1819,0
HHI,0.447273139,0.391502673,0.399203161,0.524233649,0.575821385,0.500835497,0.450584837,0.549964752
