Exporters,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019
World,409105,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",4319,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,4700,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,15,0,0,0,0,0,0,0,0,0,0,0
Australia,5,0,0,0,0,0,0,0,0,0,0,0
Belgium,15,0,0,0,0,0,0,0,0,0,0,0
China,107957,0,0,0,0,0,0,0,0,0,0,0
France,273,0,0,0,0,0,0,0,0,0,0,0
Germany,6654,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",512,0,0,0,0,0,0,0,0,0,0,0
Indonesia,1410,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",38241,0,0,0,0,0,0,0,0,0,0,0
Italy,144,0,0,0,0,0,0,0,0,0,0,0
Japan,2723,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,6915,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,86,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2156,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",653,0,0,0,0,0,0,0,0,0,0,0
Netherlands,11,0,0,0,0,0,0,0,0,0,0,0
New Zealand,14,0,0,0,0,0,0,0,0,0,0,0
Pakistan,141116,0,0,0,0,0,0,0,0,0,0,0
Poland,31,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,15895,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,3937,0,0,0,0,0,0,0,0,0,0,0
India,29228,0,0,0,0,0,0,0,0,0,0,0
Singapore,500,0,0,0,0,0,0,0,0,0,0,0
Slovakia,26,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,138,0,0,0,0,0,0,0,0,0,0,0
Spain,439,0,0,0,0,0,0,0,0,0,0,0
Sweden,676,0,0,0,0,0,0,0,0,0,0,0
Switzerland,10,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,10079,0,0,0,0,0,0,0,0,0,0,0
Thailand,1219,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,12111,0,0,0,0,0,0,0,0,0,0,0
Türkiye,8630,0,0,0,0,0,0,0,0,0,0,0
Ukraine,84,0,0,0,0,0,0,0,0,0,0,0
Egypt,347,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,379,0,0,0,0,0,0,0,0,0,0,0
United States of America,350,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,7107,0,0,0,0,0,0,0,0,0,0,0
HHI,0.351309048,0,0,0,0,0,0,0,0,0,0,0
