Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1174,523,553,2542,773,619,767,921,1666,2326,1437,1332,1089,2872,2923,2293,3545,3797,4850,5393
China,22,67,58,228,60,41,47,76,163,154,255,64,590,756,1059,840,1716,1286,1261,1566
Rwanda,0,0,0,2,0,0,0,0,8,4,43,27,0,8,2,6,16,453,1485,1214
Kenya,19,142,61,443,23,190,51,89,130,158,245,44,0,316,597,473,913,778,940,934
"Tanzania, United Republic of",0,0,2,2,16,5,99,232,24,31,29,18,0,89,33,36,59,121,411,682
India,36,41,44,68,70,84,48,57,95,75,68,51,17,90,118,87,159,210,286,301
United Arab Emirates,27,25,113,258,114,182,174,172,224,396,447,55,0,320,146,121,94,235,95,196
United States of America,0,9,6,22,48,19,0,1,63,159,19,241,0,222,228,158,30,51,120,155
Belgium,44,58,101,49,62,82,112,139,372,251,52,272,6,208,62,119,46,145,93,116
France,0,22,9,51,20,0,69,5,179,67,4,166,286,59,11,21,21,7,12,74
Türkiye,0,0,0,0,0,0,0,0,52,0,38,28,28,432,410,334,105,301,1,22
United Kingdom,0,7,7,0,4,0,0,15,6,2,0,0,3,1,2,6,18,26,2,20
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,11,0,0,25,0,0,2,1,2,14,10,14
Egypt,0,0,0,2,0,1,2,0,0,3,3,0,2,3,0,12,7,15,0,8
"Hong Kong, China",0,0,14,0,2,0,0,0,0,0,2,0,8,0,0,0,0,2,5,7
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7
Burkina Faso,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
Canada,0,0,2,0,13,2,0,12,8,0,0,14,0,6,2,1,2,0,0,6
Germany,0,62,11,9,6,0,0,3,7,5,62,48,1,21,9,10,11,14,9,6
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6
Nigeria,0,0,0,0,0,0,0,5,0,0,4,5,42,0,0,0,1,0,0,6
Ireland,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,5,0,5
South Africa,0,1,3,5,0,0,0,1,23,33,4,14,0,6,1,1,9,2,2,5
Uganda,0,6,2,75,2,7,35,28,129,27,102,4,0,154,130,24,5,6,4,5
Jordan,0,0,0,0,0,0,0,0,0,800,0,0,41,0,0,0,0,0,1,4
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Switzerland,2,14,2,6,14,5,3,32,54,45,6,44,0,50,15,1,3,2,8,3
Denmark,6,17,23,158,95,0,29,16,33,1,31,9,0,0,50,0,0,6,7,2
Italy,6,0,56,783,6,0,14,4,26,12,4,14,1,8,6,3,2,4,22,2
Morocco,0,0,0,0,0,0,0,0,2,0,0,17,1,1,0,0,0,0,0,2
Netherlands,0,8,0,2,161,0,62,14,0,15,2,9,1,11,7,0,287,21,24,2
Tunisia,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,7,0,41,2
