Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Total,5,7,10,18,4,4,15,4,9,49,14,0,3,14,5,6,0,10,16,2
France,3,0,0,0,0,0,1,0,0,1,8,0,2,0,1,1,0,0,2,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0
Belgium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0
China,0,0,0,0,0,0,10,1,0,6,0,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Benin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
French Polynesia,0,0,0,1,1,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rwanda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United States of America,0,6,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ghana,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.203418298,0.552622199,1,0.227262335,0.082863336,0.284959256,0.340139779,0.082863336,0.154700538,0.615728605,0.237266584,0,0.130590976,0.470804306,0.401219067,0.307007204,0,0.677488313,0.094400229,0
