Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,1268,0,3803,3618,5491,4338,5129,5754,4825,7111,11187,10962,11197,16107,19087,14473,15640,13989
Cameroon,863,0,2512,2415,3183,2791,366,4393,2804,1102,2809,1674,7231,2607,6349,10997,9337,9657
United Kingdom,0,0,0,0,0,0,10,3,0,0,0,0,0,3882,6409,865,2000,1347
Belgium,18,0,75,112,401,159,82,42,54,85,344,522,1216,348,238,382,481,952
South Africa,0,0,14,0,0,0,100,0,0,0,0,0,0,28,46,0,302,575
France,122,0,522,487,1060,843,1484,520,870,3422,5566,5936,1375,3700,1779,780,1674,380
United States of America,0,0,12,104,0,0,302,0,0,861,1800,659,132,833,1808,625,526,311
Lebanon,5,0,10,33,74,62,31,43,7,79,86,35,73,37,126,164,127,215
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,349,176
United Arab Emirates,0,0,0,15,0,1,439,17,11,7,55,78,35,248,20,100,18,149
Netherlands,0,0,113,79,62,37,105,53,91,130,91,86,326,1372,222,147,316,61
Türkiye,126,0,0,0,0,0,0,0,0,0,0,0,125,130,41,0,113,53
China,1,0,20,17,24,1,614,81,16,26,34,71,0,146,41,19,31,45
India,0,0,0,0,0,4,44,0,0,0,0,13,0,62,195,16,15,21
Russian Federation,0,0,0,0,0,0,0,0,0,1,0,14,0,28,24,6,40,19
Malta,0,0,0,17,14,33,0,16,0,0,16,0,0,0,0,0,17,8
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,34,6
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Tunisia,0,0,11,0,0,0,4,0,0,0,0,0,25,7,29,0,0,1
French Southern and Antarctic Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"Korea, Democratic People's Republic of",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Angola,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,39,75,0,0,0,59,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Congo,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0
Croatia,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,3,0,14,0,5,0,496,597,0,0,0,35,1111,0,0,0
Germany,0,0,0,0,0,0,303,0,10,0,0,0,0,219,15,0,53,0
"Hong Kong, China",0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
"Iran, Islamic Republic of",21,0,65,0,0,45,0,27,0,0,0,0,0,0,0,0,0,0
Ireland,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,12,0,7,31,0,0,0,0,1118,484,1554,46,199,0,0
Côte d'Ivoire,73,0,90,107,148,45,0,130,200,40,46,0,0,0,25,0,0,0
Japan,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,19,0,0,0,46,0,0,13,0,0,0,0
Malaysia,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,79,52,16,7,151,16,20,33,9,1,12,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
Nigeria,0,0,0,0,0,0,0,4,0,11,0,0,0,12,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0
Senegal,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,8,0
Viet Nam,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,280,18,0,358,15,514,15,272,10,29,148,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
Switzerland,0,0,0,0,0,0,0,0,0,75,66,157,60,1,16,0,0,0
Togo,0,0,0,0,0,0,16,4,0,0,0,0,0,0,194,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Turks and Caicos Islands,0,0,265,146,215,290,0,387,207,209,201,83,88,65,138,62,12,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0
Egypt,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,9,9,0
HHI,0.546887531,0,0.568848881,0.574951964,0.47310176,0.564334567,0.211441892,0.696475904,0.474768633,0.380373636,0.441820722,0.43271934,0.54775852,0.254399674,0.368891289,0.696441081,0.525984489,0.614324618
