Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,39,89,81,0,140,262,84,82,19,4,4,4,1,1,204,401,120,184,201,622
United States of America,9,23,20,0,45,80,19,35,8,1,1,1,1,0,201,26,7,8,13,360
Belgium,1,3,3,0,1,4,2,0,0,0,0,0,0,0,0,1,4,29,2,172
Poland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22
United Arab Emirates,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,15
South Africa,2,5,6,0,20,24,10,11,0,0,0,0,0,0,0,1,5,0,1,13
Kenya,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,9,1,7,6
Switzerland,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Uganda,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,9,7,3
France,8,32,22,0,15,21,5,4,2,0,0,0,0,0,0,1,4,1,5,2
Germany,3,3,5,0,19,11,4,5,0,1,0,0,0,0,0,10,6,100,6,2
Sweden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
Canada,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1,17,1
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Denmark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Italy,0,2,8,0,6,13,3,2,1,0,0,0,0,0,0,4,3,2,3,1
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,7,10,7,0,9,6,6,4,0,0,0,0,0,0,0,1,1,2,18,1
Australia,0,0,1,0,5,13,4,0,3,0,0,0,0,1,0,0,0,1,1,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,2,2,0,1,0,1,0,0,2,0,0,0,0,1,2,0,1,1,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Austria,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,3,0,0,1,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cayman Islands,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
