Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,18338,11667,10444,14399,14659,12761,26738,30021
China,1806,1584,1517,2985,3868,2133,6765,8265
India,1366,1943,1504,2159,1836,2000,3186,5663
South Africa,5995,2088,2354,4067,3493,3432,6260,5632
United Arab Emirates,3363,1742,1271,798,857,591,1438,2050
Türkiye,32,27,2,5,24,104,1732,1282
Belgium,696,509,431,833,620,518,1037,1168
Zambia,409,258,279,155,299,463,953,905
Kenya,423,309,100,150,319,492,653,625
Australia,74,105,100,77,75,96,519,565
Lebanon,314,93,161,213,221,285,291,535
Egypt,221,134,176,297,296,225,745,479
France,295,382,418,227,310,424,271,371
Tunisia,14,14,0,25,17,22,15,368
Viet Nam,37,0,115,0,0,149,389,266
Côte d'Ivoire,239,155,183,251,169,112,348,250
Spain,127,50,119,42,88,246,110,171
"Korea, Republic of",2,78,165,7,154,34,223,163
United Kingdom,160,22,89,123,108,187,199,138
"Taipei, Chinese",71,49,120,96,3,9,37,137
"Tanzania, United Republic of",140,8,2,3,4,23,45,136
Germany,1297,509,352,841,653,233,564,129
Netherlands,97,44,139,57,34,51,85,116
Italy,314,385,302,248,469,88,369,106
Uganda,205,258,172,124,97,126,38,87
Switzerland,47,39,64,100,3,372,57,70
Morocco,5,9,52,8,9,40,105,50
Greece,17,48,4,3,0,0,18,45
Rwanda,19,1,2,1,3,6,10,44
Portugal,40,19,22,13,3,19,0,38
Japan,52,56,30,79,100,76,38,35
Gabon,0,0,0,2,11,9,21,29
Cameroon,16,11,0,3,10,5,0,28
United States of America,218,131,109,201,271,160,133,24
Angola,1,1,10,31,23,0,5,10
Thailand,0,2,0,0,0,0,0,10
Sweden,11,254,2,0,0,12,0,6
"Hong Kong, China",4,2,2,97,0,0,0,4
Bangladesh,0,0,0,10,0,0,1,3
Jordan,0,2,0,0,9,0,0,3
Malaysia,0,0,1,0,0,0,11,3
Saudi Arabia,40,30,34,0,0,0,0,2
Eswatini,0,3,0,6,93,0,0,2
Ukraine,0,0,0,0,0,1,7,2
Botswana,8,0,0,0,0,0,6,1
Chile,0,0,0,0,0,0,0,1
Mexico,0,0,1,0,0,0,0,1
Pakistan,0,43,0,0,0,0,3,1
Philippines,0,0,0,0,0,0,0,1
Poland,10,0,0,0,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,7,0,0,0,0
Albania,0,0,0,0,5,0,0,0
Austria,0,0,33,16,1,1,2,0
Burundi,0,0,1,0,0,1,0,0
Canada,15,0,0,0,0,0,9,0
Congo,0,1,0,0,0,0,0,0
Czech Republic,0,2,0,0,0,0,0,0
Denmark,0,4,0,7,1,0,0,0
Ethiopia,0,0,0,2,0,0,0,0
Finland,0,195,0,0,0,0,0,0
Georgia,0,0,0,0,0,8,0,0
Ghana,0,0,0,0,0,0,2,0
Hungary,12,0,0,22,94,1,0,0
Iceland,0,0,0,0,0,0,15,0
Indonesia,0,0,0,3,5,0,0,0
"Iran, Islamic Republic of",0,1,0,0,0,0,0,0
Ireland,7,4,6,3,2,2,23,0
Israel,28,5,0,0,0,0,0,0
Luxembourg,40,50,0,0,0,0,0,0
Oman,0,0,1,0,0,0,0,0
Norway,1,0,0,0,0,0,0,0
Romania,2,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,2,0,0
Slovenia,29,4,0,0,0,0,0,0
Zimbabwe,6,0,0,0,0,0,0,0
Uruguay,17,0,0,0,0,0,0,0
HHI,0.305953758,0.218342003,0.216412354,0.288127338,0.277054976,0.249960382,0.269490974,0.296322456
