Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,6,7,12,83,59,13,21,21,8,10,9,15,18,13,8,42,25,25,10,34
Mali,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,22
France,1,4,5,1,2,8,1,3,0,3,8,15,14,13,6,15,6,15,4,6
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,5
Côte d'Ivoire,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
Cameroon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,2,0,9,0,0,0,1,0,0,0,2,0,3,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,67,55,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Togo,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,2,0
HHI,0.109450668,0.068002545,0.202254249,0.664550949,0.842506091,0.063450001,0.26902863,0.182901812,1,0.18597402,0.644260854,1,0.301569708,1,0.527718922,0.374866472,0.19885065,0.253967846,0.058300524,0.374508405
