Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,9360,6099,3648,14065,5461,3928,10513,143715,8998,12797,28132,26750,55010,45395,76272,92939,116402,170110,204083,205568
Thailand,2465,2778,512,466,149,519,4101,132523,1097,714,10807,14151,27994,21261,42590,59386,65498,82095,74043,64091
China,140,616,981,401,32,63,356,650,3750,7932,2152,1114,2553,3718,3479,4188,12510,38058,60915,56927
United States of America,119,10,2,33,454,33,29,19,589,13,331,674,157,1492,1671,626,3201,7508,21097,30696
Japan,1,16,2,254,2309,359,346,43,0,81,289,63,1010,1109,1927,3404,4594,5368,9192,12473
"Hong Kong, China",204,131,774,542,216,184,936,136,66,136,110,1,609,3107,4749,7697,7326,9030,8115,8591
Germany,22,15,0,0,52,0,11,163,581,5,737,5,9,51,352,217,2615,2430,4062,5458
Singapore,157,957,111,111,182,534,457,145,187,308,2363,216,1340,1569,1781,3552,2754,3111,5392,4291
Indonesia,1,0,10,86,63,454,176,343,0,4,42,149,660,1523,91,391,394,523,437,3751
"Korea, Republic of",2,1,26,109,54,157,37,449,274,287,2681,816,2906,761,448,675,1654,2999,3533,3654
Philippines,25,261,95,371,7,0,0,48,5,73,21,55,204,219,1570,3039,4204,2552,4013,3380
India,0,0,0,0,83,146,20,0,7,17,12,0,205,46,359,0,152,657,1708,3224
Viet Nam,786,189,347,10316,973,728,2400,748,1635,2184,1938,2025,7584,4457,10148,3239,3202,4173,4599,2443
"Taipei, Chinese",318,34,688,777,59,94,182,123,47,82,412,1729,1788,1615,431,189,345,774,615,1256
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,12,383,939,1037
Italy,0,17,1,172,48,0,1,0,0,0,5,134,30,224,385,657,548,426,701,841
Brazil,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,9,535
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
