Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6609,8101,16119,15612,20011,15837,8088,18863,25514,35654,37501,33077,30385,43542,30594,37504,25237,25692,22074,23912
Côte d'Ivoire,1439,2639,7722,7597,8066,5210,3042,14180,19284,19774,16084,16072,11825,28998,18486,17581,13270,13137,9952,12768
Ghana,864,386,56,9,106,19,71,20,66,298,963,871,355,1314,3639,4023,5762,2725,2108,4259
Indonesia,46,9,38,66,1,0,696,27,32,1924,3334,4922,2701,1784,2329,4934,2942,6534,6171,2601
Malaysia,614,99,3599,4192,7967,5940,1019,3075,4438,4418,8289,6347,4900,2568,4323,8516,2411,2222,1360,2175
United States of America,660,1205,1114,2362,2388,1658,1448,253,450,3862,1326,747,894,199,263,101,180,234,756,939
Togo,1622,3016,781,206,56,1328,577,20,207,1582,4701,2711,8129,7235,569,13,0,21,797,272
Senegal,0,0,0,0,0,0,0,0,0,0,15,165,149,437,120,180,211,172,230,268
France,137,39,277,72,113,324,214,284,435,446,370,363,476,151,296,456,203,393,217,240
Netherlands,12,0,0,0,1,3,6,8,3,7,0,2,1,8,13,5,0,0,73,196
India,0,0,92,67,1,158,0,0,1,43,346,226,311,130,34,121,70,46,79,54
Morocco,0,14,0,0,0,61,16,7,14,56,31,16,22,29,27,59,11,36,0,27
Tunisia,0,0,0,0,25,75,67,72,0,6,0,0,0,42,5,24,37,26,1,20
Türkiye,0,0,0,0,0,0,23,0,1,1,13,37,20,48,50,20,5,13,224,19
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,33,4,6,0,18
China,7,11,27,32,22,51,26,70,91,372,424,54,165,69,185,103,83,42,26,14
Singapore,578,6,1136,821,1054,960,716,630,178,1457,1255,487,241,264,0,1182,16,76,0,12
United Arab Emirates,0,0,1,0,3,0,22,0,0,786,0,0,0,0,29,14,0,0,9,12
Germany,0,186,0,27,0,0,0,0,1,14,5,2,2,0,0,6,5,4,1,11
Italy,0,0,91,0,53,4,0,53,5,83,27,1,53,53,12,15,0,1,9,5
Canada,0,0,60,0,0,0,0,71,3,140,183,3,15,34,34,0,1,0,0,1
Belgium,1,0,11,0,106,0,105,1,3,2,0,0,0,91,4,16,0,0,9,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,297,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Sri Lanka,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,45,0,17,4,0,0,4,165,0,23,1,37,29,61,28,1,0,0,0
Denmark,272,432,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hong Kong, China",90,0,415,27,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Lebanon,1,3,6,3,3,23,26,21,5,25,11,15,9,14,10,3,3,0,0,0
Mali,267,0,0,0,5,0,1,26,10,28,1,17,22,8,26,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,27,36,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0
Nigeria,0,0,0,0,0,2,0,0,27,170,28,15,50,0,9,0,0,0,4,0
Portugal,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,1,0,1,2,0,21,1,50,0,0,8,6,22,54,22,4,41,0
Switzerland,0,0,0,0,32,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,4,0,0,1,4,14,1,5,15,8,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,34,61,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HHI,0.182626639,0.369227936,0.405259302,0.431997279,0.471205614,0.372903595,0.292295317,0.707977062,0.721456878,0.492180802,0.383949584,0.429093313,0.375120574,0.609516903,0.550318084,0.441432654,0.471703295,0.460386002,0.414100061,0.461823456
