Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,271,210,68,18,82,78,24,54,58,30,68,1810,278,337,245,287,457,789,524,653
Belgium,34,4,6,6,14,32,0,9,10,13,35,115,208,182,139,107,275,595,323,385
Netherlands,0,0,0,0,0,0,0,6,9,0,0,0,7,0,75,119,138,68,96,138
France,223,197,33,9,67,46,22,39,39,17,31,65,57,152,29,59,44,87,51,63
Germany,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,44,48
United Kingdom,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
British Indian Ocean Territory,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,2,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ghana,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Côte d'Ivoire,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,1,1,0,0,0,1,6,2,0,0,0,0,6,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Togo,6,5,20,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
HHI,0.697910395,0.889084226,0.323143431,0.07987901,0.609154658,0.038579474,0.807307705,0.499428332,0.316924496,0.021365138,0.262267567,0.411750394,0.595691308,0.463935611,0.310909595,0.266098209,0.243148592,0.580143781,0.418553426,0.41842304
