Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2567,3552,6916,6095,5098,6055,33424,7502,10569,12320,11176,7030,9263,11759,10713,9636,14908,16563,14586,18963
Uganda,302,745,400,1027,205,406,16745,1429,3217,2769,3402,2010,0,2009,1495,1759,2153,3307,4162,7050
"Tanzania, United Republic of",0,0,77,670,404,89,4275,378,383,1272,814,678,0,2055,1522,2287,2231,1891,2949,2602
India,557,535,129,255,281,433,748,275,210,723,264,39,228,615,1009,402,665,1145,2045,2188
Kenya,136,312,931,498,453,789,490,805,925,975,528,726,0,1685,2400,1615,2723,4288,1398,1875
Thailand,0,38,0,36,224,255,21,272,551,927,581,187,11,1174,601,792,950,613,658,1280
China,0,102,121,304,294,293,364,538,717,622,1054,279,1047,2005,1422,798,2791,1815,1637,1098
Indonesia,31,39,151,39,62,265,74,18,51,63,54,17,426,85,91,22,254,430,348,773
United Arab Emirates,298,300,460,778,361,687,524,853,863,1014,1201,401,10,878,792,1017,1465,581,462,605
Egypt,69,87,54,21,1,62,77,4,52,5,105,66,14,11,195,75,174,210,95,260
Rwanda,0,13,35,27,20,0,614,62,66,20,53,145,0,75,106,230,112,36,2,183
Belgium,731,358,998,995,1239,1279,530,337,966,1111,770,1028,145,221,219,123,308,202,155,178
Philippines,0,0,0,0,0,0,0,0,0,0,41,48,0,83,84,46,97,87,72,157
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,48,0,145
United Kingdom,4,1,8,11,24,51,8,0,6,135,18,20,18,8,42,26,11,69,8,80
Germany,0,307,278,373,515,479,1146,1035,1516,1166,1315,876,4,29,2,13,1,6,147,77
France,16,64,60,61,122,58,68,310,341,118,59,110,1200,88,28,17,71,36,43,65
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Ukraine,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,46
Italy,3,22,268,272,273,65,35,5,3,32,72,2,137,13,13,28,22,14,28,42
Denmark,0,0,1,0,0,0,0,11,54,1,15,16,0,393,19,53,60,0,26,41
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,1528,0,0,1,0,0,22,28
Spain,24,59,0,29,1,0,0,0,0,0,0,0,188,0,0,0,0,6,1,27
United States of America,0,1,1941,11,104,143,23,736,23,36,46,27,0,31,79,57,50,29,6,27
Lebanon,0,0,1,0,0,0,0,15,0,9,1,0,15,3,0,0,0,0,0,26
Singapore,0,0,0,0,0,38,0,18,37,63,30,0,1245,0,48,0,0,0,0,19
Türkiye,0,0,0,0,0,0,64,0,26,145,122,40,251,6,0,7,2,1,2,11
South Africa,232,300,731,89,1,131,1036,139,289,134,137,55,41,31,46,83,10,1605,39,10
Netherlands,6,61,5,43,13,2,17,0,0,1,4,11,190,4,11,20,22,1,6,5
Norway,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
Japan,0,0,2,0,12,0,2,4,0,0,0,2,0,1,94,0,0,0,0,2
Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,140,0,0,0,0,0,0,2
Australia,0,0,8,0,0,0,0,0,0,0,39,0,9,23,21,44,0,0,1,1
"Congo, Democratic Republic of the",0,0,0,0,0,6,0,0,1,7,0,6,0,1,0,0,2,3,1,1
Ireland,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,1
Oman,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0
Algeria,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Austria,0,7,0,0,1,0,0,0,0,0,76,22,0,46,61,22,46,0,0,0
Armenia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brazil,0,22,49,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,19,0,0,0,1,1,0,14,0,0,1,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
Dominica,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,171,0,13,0,0,0,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Georgia,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,1,0,0,0,0,101,0,0,0,0,0,0,0
"Hong Kong, China",4,0,4,1,2,2,0,0,1,0,2,25,55,0,0,1,0,5,10,0
Israel,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
