Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
Total,0,0,15,3,0,18,0,13,424,3,1,173,29,3,0,48,2,2,2,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Austria,0,0,0,0,0,0,0,0,0,0,0,167,3,0,0,0,0,0,0,0
France,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,13,424,0,1,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Burkina Faso,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,47,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HHI,0,0,1,1,0,1,0,1,1,1,1,0.883714445,0.667114726,1,0,0.929627161,1,1,1,0
