Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,5,0,0,0,0,0,0,0,12,12,12,16,6,4,11,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0
Netherlands,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HHI,0,0,1,0,0,0,0,0,0,0,0.069385008,0.043761795,0.235781367,0.052049441,0.154700538,0.284959256,0.593567077,0
