Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,43642,60833,63457,74258,75282,85288,106779,119251,117955,136252,182969,192268,221703,261702
Singapore,4838,3111,3283,1547,1168,277,2929,6783,17937,10958,20299,24532,36964,69977
China,955,2363,3128,3617,8440,14651,19644,21109,15780,18216,17502,33287,49943,40704
India,20864,35704,36459,46441,39103,43832,52225,52002,42272,55686,64082,63170,54223,40018
"Korea, Republic of",5134,6387,7711,9673,10029,10837,9940,14244,12878,13826,7506,17726,18994,34344
Malaysia,1866,2360,3632,2890,5434,6656,12094,10743,12163,26739,31811,30078,23946,33960
United Arab Emirates,236,308,113,229,234,23,62,326,349,175,477,763,9335,7652
Oman,0,0,0,0,0,0,0,0,0,216,3546,1912,6456,6960
Indonesia,1445,1114,926,2130,2291,959,1105,1395,1379,697,1453,1970,2155,3552
Thailand,2570,2067,2003,1358,2114,892,2299,3731,2011,1788,27829,1392,6044,3180
Saudi Arabia,196,515,149,811,510,396,304,995,1713,1472,2067,5010,3687,3017
"Hong Kong, China",12,15,15,108,494,205,73,634,822,671,575,487,916,2829
Bahrain,8,7,0,264,0,22,156,0,3546,875,660,2077,1539,2706
Japan,191,246,474,651,286,764,283,477,334,302,35,574,431,1927
South Africa,0,80,0,0,0,0,104,49,528,0,122,3828,0,1513
"Taipei, Chinese",364,325,287,219,797,410,962,2240,1997,1396,613,1132,997,1374
Switzerland,382,114,317,143,76,180,230,313,295,455,444,746,573,1311
United Kingdom,200,284,686,844,291,903,385,487,467,418,739,761,1091,1168
Australia,691,1839,301,34,26,1267,84,181,1079,127,150,202,224,1081
Viet Nam,0,132,0,1,35,107,75,227,738,335,129,591,1174,984
Italy,47,40,73,49,87,53,69,57,113,248,191,94,628,861
Germany,1208,1592,2418,1667,2182,1604,2014,1892,1043,1074,1191,442,534,630
Spain,0,140,49,57,2,49,1,70,6,30,50,62,87,586
Eswatini,0,11,0,62,29,1,0,0,25,8,0,0,29,432
Netherlands,11,1,28,0,35,0,0,0,45,9,14,1,1,209
Türkiye,295,59,0,65,4,0,0,6,0,1,242,269,1,168
United States of America,321,297,182,168,762,154,526,69,49,35,203,389,735,159
Sri Lanka,463,924,241,179,0,14,9,2,28,1,646,61,188,143
Pakistan,54,91,33,15,38,16,2,22,73,33,66,28,108,94
Belgium,0,43,64,7,6,0,19,0,5,122,5,24,0,45
Czech Republic,0,1,7,0,0,1,0,0,0,0,0,0,0,39
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,19,23
Jordan,289,33,139,108,81,0,0,0,0,0,0,0,0,22
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Denmark,102,28,55,0,24,15,7,24,0,1,0,0,9,9
Philippines,0,0,0,7,0,0,94,1,0,0,6,37,18,8
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Austria,0,0,0,66,14,0,27,27,0,9,0,0,0,1
France,7,70,78,45,12,8,20,4,24,70,103,49,48,1
Christmas Island,157,0,0,0,0,3,0,0,0,0,0,0,0,0
French Southern and Antarctic Territories,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",560,176,187,303,314,324,78,62,13,13,30,86,0,0
Marshall Islands,0,0,0,0,1,0,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,44,27,0,0,0,0,0,0,0,0,0,0
Algeria,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,610,3,0,0,1,0,0,0
Bangladesh,0,0,0,3,0,0,18,12,0,0,0,0,0,0
Brazil,0,0,0,0,136,0,0,0,0,0,0,140,83,0
Bulgaria,0,0,26,0,0,0,0,0,0,2,0,0,0,0
Cambodia,0,0,0,0,0,0,0,691,144,0,0,119,0,0
Canada,0,0,3,0,47,0,0,116,0,0,2,0,40,0
Chile,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Colombia,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Dominica,0,0,0,13,29,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Kiribati,78,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,42,0,5,22,98,0,7,1,0,0,0,0,0,0
Greenland,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,184,0,0,0,0,0,0,21,0,0,0,0,0
"Iran, Islamic Republic of",8,5,0,0,1,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,5,0,0,0,44,158,83,51,139,0
Lebanon,0,0,0,0,0,0,0,256,0,0,0,0,0,0
Liberia,0,31,0,0,0,6,0,0,0,0,0,7,0,0
"Libya, State of",0,0,0,0,0,0,0,0,19,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,34,0,0
