Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,291,0,0,0,4,0,4,0,40,1,1,87,49,69,81,3,7,66
France,0,0,0,0,0,0,0,0,0,0,0,1,1,15,45,0,81,0,0,65
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,7,1
Cameroon,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,4,0,0,0,0,0,0,49,1,63,0,0,0,0
HHI,0,0,0.907464859,0,0,0,1,0,1,0,0.047810851,1,1,0.150607051,0.812213599,0.717217481,1,1,1,0.964702586
