Importers,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,3,29,21,17,161,234,38,93
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,70
Germany,0,0,0,1,3,2,1,8
Rwanda,0,0,0,0,0,0,0,7
"Tanzania, United Republic of",0,0,2,0,0,0,4,3
Belgium,0,0,3,4,0,0,7,1
France,0,3,1,2,2,0,1,1
Gabon,0,1,0,0,0,0,4,1
South Africa,2,0,1,0,1,0,1,1
Senegal,0,0,0,0,0,1,0,0
Zambia,0,0,0,1,0,0,15,0
Chad,0,0,0,0,0,5,0,0
Angola,0,0,0,0,1,0,0,0
Bangladesh,0,1,0,0,0,0,0,0
Burundi,0,0,0,0,153,213,0,0
Cameroon,0,16,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0
China,0,0,0,1,0,0,0,0
Croatia,0,0,0,0,0,3,0,0
Benin,1,0,0,1,0,0,0,0
Ethiopia,0,0,0,0,0,1,0,0
Ghana,0,0,0,3,0,0,0,0
Haiti,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,1,0
Japan,0,0,0,0,0,1,0,0
Kenya,0,0,0,2,0,1,0,0
"Korea, Republic of",0,0,0,1,0,0,0,0
Lebanon,0,0,0,1,0,0,0,0
Mauritius,0,0,0,0,0,0,1,0
Namibia,0,0,1,0,0,2,0,0
Netherlands,0,1,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,1,0
Romania,0,0,1,0,0,0,0,0
Saint Lucia,0,0,0,0,0,1,0,0
India,0,0,0,0,0,0,1,0
Thailand,0,0,0,0,0,2,0,0
Togo,0,1,4,0,0,1,0,0
United Arab Emirates,0,0,0,0,0,0,1,0
Uganda,0,4,2,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0
United States of America,0,2,1,0,0,0,0,0
Uruguay,0,0,3,0,0,0,0,0
HHI,0.130590976,0.359895934,0.014964013,0.074769133,0.910661659,0.874569138,0.249733774,0.632303999
