Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,10790,14085,22093,19144,47847,34456,35463,74343,51236,54895,22492,22532,25778,24692,17600,10871,14647,18811
China,2190,4740,5945,7178,14089,12953,15293,36163,19842,24691,10526,7680,10845,11002,7763,4961,6860,9208
Portugal,3401,1960,3423,5299,11806,9448,11505,22817,19532,13463,6313,8163,9214,7731,6017,2989,3774,4390
South Africa,934,475,3666,408,3455,3258,1522,2526,1955,3127,1264,1707,1832,1799,1264,630,1367,1371
United States of America,492,1084,882,549,3205,659,739,2450,1811,1593,774,610,671,789,581,596,543,908
Italy,392,145,464,648,2267,732,866,2492,1100,1912,366,646,645,753,309,658,547,651
United Arab Emirates,1289,3072,2695,799,995,1001,956,1248,1154,1191,761,161,259,319,135,91,367,444
Brazil,914,606,661,1303,2240,2378,978,1185,988,993,514,371,283,213,246,34,32,186
United Kingdom,70,32,259,213,196,433,175,202,284,150,144,86,44,95,60,133,109,162
Türkiye,1,0,1,20,0,0,10,1,90,90,83,7,3,9,8,32,12,154
"Hong Kong, China",0,150,7,544,40,22,35,284,297,533,171,4,327,39,104,57,99,147
France,192,565,347,151,369,660,255,435,667,986,196,778,185,91,209,55,141,145
Canada,302,382,826,104,393,304,311,310,210,184,75,57,122,179,136,99,149,136
Netherlands,81,116,162,202,147,75,411,153,64,150,246,178,126,140,14,19,69,114
Spain,13,112,940,91,214,457,164,914,1500,1518,182,959,380,574,238,124,89,114
Namibia,8,1,27,222,6829,348,375,512,307,345,114,60,42,39,74,34,92,112
Belgium,81,16,275,113,195,399,105,305,178,172,188,363,207,151,127,65,122,68
Germany,28,65,7,58,51,47,907,930,33,630,86,9,31,34,53,68,46,65
Norway,11,2,3,6,10,30,1,3,48,1,2,2,1,1,0,0,8,52
India,10,11,0,10,25,22,11,78,47,11,31,14,15,2,4,11,37,44
Czech Republic,0,2,0,0,0,1,11,0,0,6,0,0,0,0,0,0,0,38
Pakistan,2,0,0,24,26,61,1,2,29,50,0,55,7,19,10,20,15,34
Singapore,64,31,188,103,129,200,93,165,27,32,9,4,141,6,14,1,3,30
Poland,0,0,0,2,1,0,0,48,5,2,0,6,1,2,3,4,4,23
Egypt,0,0,0,7,1,3,1,0,0,0,1,1,4,0,7,5,0,22
Denmark,8,120,58,60,95,17,9,4,3,38,7,56,15,31,30,8,3,21
Switzerland,1,28,818,20,9,18,73,194,96,253,24,13,38,187,2,8,10,21
"Korea, Republic of",0,71,6,16,220,62,62,142,129,34,3,70,83,59,4,1,25,18
"Macedonia, North",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12
"Congo, Democratic Republic of the",0,5,8,9,11,5,1,0,0,0,2,0,0,5,3,3,4,11
Austria,0,0,0,25,1,0,45,1,56,6,50,0,0,3,0,1,0,10
Qatar,0,0,0,0,0,1,1,0,1,0,0,4,0,0,1,0,2,8
Ethiopia,6,0,0,1,0,0,5,30,0,0,0,0,0,6,3,0,1,7
Viet Nam,6,52,0,0,2,5,3,22,35,23,47,1,15,5,1,2,3,7
Lebanon,0,0,63,10,21,66,23,20,108,304,87,152,87,80,88,23,44,6
Azerbaijan,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
Congo,33,18,3,42,101,20,4,3,1,2,3,2,5,0,4,4,5,5
Mauritania,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,5
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Morocco,0,0,0,3,3,7,5,0,1,1,0,5,0,0,2,0,0,4
Sweden,50,0,0,9,0,1,0,4,1,1,0,0,0,1,3,0,0,4
Ireland,0,0,0,1,0,0,0,0,5,0,9,1,1,3,5,8,2,3
Israel,72,4,6,30,44,36,91,8,101,149,13,2,17,7,11,1,5,3
Japan,0,3,0,44,193,83,35,27,14,25,4,1,1,5,3,7,1,3
Peru,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,0,0,3
Slovenia,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3
Thailand,0,1,59,110,169,4,110,199,103,27,113,28,9,8,5,3,1,3
Algeria,0,0,0,8,0,0,0,1,0,0,0,0,0,1,1,0,1,2
Australia,4,0,1,0,1,0,0,28,8,0,0,2,2,13,6,2,0,2
Gabon,15,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,2
Greece,0,0,0,1,0,0,2,0,0,0,1,1,1,2,0,1,0,2
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Nigeria,33,188,198,103,77,108,121,2,4,2,1,1,1,2,6,2,11,2
Argentina,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,1
Cameroon,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1
