Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,731,0,1310,1591,2571,1666,1340,2296,643,2088,1746,3421,2861,2145,3887,2583,2808,1391
Cameroon,332,0,628,780,1257,492,60,433,265,346,379,669,971,516,2350,1315,784,793
France,176,0,325,371,901,582,589,1273,143,977,376,200,1031,547,638,187,404,255
Türkiye,19,0,0,0,0,0,0,0,0,0,0,0,44,294,36,175,402,118
United Arab Emirates,0,0,12,0,10,7,3,38,0,14,152,74,12,0,15,261,350,61
Italy,37,0,23,0,14,61,0,0,0,0,39,647,231,118,198,77,55,43
Lebanon,9,0,22,15,9,17,12,14,5,16,2,0,0,1,0,17,29,26
India,0,0,0,0,120,171,0,144,109,223,486,339,287,81,184,210,371,24
Switzerland,0,0,0,0,0,0,1,0,0,15,1,1,16,17,0,0,0,20
Denmark,0,0,0,0,0,0,30,0,0,197,0,0,0,399,0,0,0,19
Belgium,92,0,141,234,118,57,32,17,4,0,0,0,7,0,43,21,31,14
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,13
Tunisia,0,0,17,0,0,14,57,32,0,0,0,13,0,0,0,0,7,6
Chad,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0
China,0,0,8,4,59,15,49,10,0,1,15,0,16,0,0,28,28,0
Congo,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,121,0,0,0,0,0,10,0,0,0,0,0
Ghana,0,0,66,129,0,63,0,62,61,0,58,0,0,0,6,0,0,0
"Hong Kong, China",0,0,0,0,0,40,0,0,0,0,0,0,6,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,8,0,0,20,0,0,0,52,0,0,0
"Iran, Islamic Republic of",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Malaysia,0,0,0,0,0,0,3,0,0,0,4,0,0,0,21,0,30,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,48,0,0
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Namibia,0,0,0,0,0,0,85,1,2,0,0,0,0,0,0,0,0,0
Netherlands,25,0,20,40,0,109,0,5,13,35,7,83,86,16,0,9,25,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,184,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,6,49,29,0,0,0,0
Saudi Arabia,0,0,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,47,0,0,0,0,0,0,0,1,167,0,0,0,0,0,0
Togo,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,33,38,32,160,42,250,196,344,86,20,59,25,29,0
Ukraine,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,0,0,0,1,9,0,0,0,0,0,8,0,0,37,0,16,17,0
United Kingdom,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,1,98,0,0,3,856,0,0,0,0,0,0
HHI,0.302396427,0,0.374232826,0.353503089,0.445900238,0.278951577,0.335178356,0.448292538,0.2675422,0.327972849,0.252435191,0.17568298,0.344689325,0.207396067,0.501360989,0.381043366,0.206437601,0.449229973
