Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,19864,20152,29711,31508,27171,27432,30809,34599,38097,51534,63134,66812,88541,98696,112890,94604,93319,92032,98390,136775
China,17494,17411,26409,26028,23910,23331,26381,30355,34855,46799,58765,61191,66359,81280,98420,81734,88572,87291,93536,128249
Türkiye,352,308,217,284,402,435,570,414,289,546,636,783,1226,1451,1344,859,698,864,713,3179
Viet Nam,1,55,11,17,361,193,298,287,613,744,744,1240,1841,1180,1278,1380,815,1046,1175,1938
Italy,395,507,411,1410,899,1142,1028,940,332,1044,1177,1245,1297,1072,415,514,775,462,618,774
Thailand,486,471,607,522,749,1583,2019,2038,1238,1010,985,774,947,777,995,439,980,634,550,634
India,222,212,570,290,169,40,16,33,14,78,75,357,15545,11741,9349,8379,403,157,189,388
Indonesia,1,1,1,3,47,173,12,51,141,95,89,145,102,125,47,152,109,171,149,285
Denmark,0,0,39,1,87,0,5,0,100,290,11,217,223,384,99,244,306,551,126,229
Bangladesh,0,0,1,0,3,0,0,0,4,5,11,23,1,4,5,5,0,3,323,225
United Arab Emirates,104,168,348,1637,15,6,5,24,0,4,12,7,20,12,81,26,3,8,158,209
Germany,138,47,133,44,12,121,65,62,126,98,16,153,62,58,58,54,78,6,54,122
"Hong Kong, China",0,0,86,19,0,0,0,0,0,1,0,6,0,50,20,45,122,32,3,113
Finland,126,82,15,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
United States of America,45,54,95,40,11,34,21,60,12,139,20,37,64,80,26,37,161,21,182,76
Spain,6,1,5,2,96,15,4,9,2,5,1,16,76,10,5,17,1,0,0,48
Belgium,44,2,2,146,1,1,64,10,4,3,3,4,17,0,0,44,13,22,55,31
United Kingdom,73,240,49,461,32,3,40,4,108,206,135,62,17,21,35,13,23,29,20,27
France,1,5,21,10,32,32,4,32,4,20,54,10,11,205,8,3,12,6,43,23
South Africa,80,73,92,79,18,1,0,11,6,1,7,123,40,0,2,3,17,13,3,23
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,15
Kenya,31,39,42,35,17,2,1,5,18,206,58,5,5,10,11,50,48,52,43,14
Netherlands,3,5,17,7,4,134,8,3,24,5,4,5,3,6,2,28,4,12,5,14
Canada,21,2,9,47,1,2,0,2,1,0,18,0,0,0,0,1,4,1,303,13
Sri Lanka,4,0,0,0,0,0,20,2,0,0,0,0,1,0,2,1,3,1,2,13
Switzerland,19,28,133,86,31,27,15,8,65,65,37,4,26,0,6,5,5,362,18,13
Saudi Arabia,71,103,31,106,0,1,2,13,1,0,0,0,1,0,0,1,9,1,4,7
United States Minor Outlying Islands,0,0,0,0,11,17,2,11,4,0,0,5,23,10,0,1,0,2,0,5
Cambodia,0,0,0,0,0,0,0,0,0,6,6,4,16,35,79,21,6,1,16,5
Australia,0,2,3,0,0,4,0,0,5,13,0,9,2,5,2,0,2,6,0,4
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"Korea, Republic of",3,18,0,0,21,6,5,3,13,20,1,4,2,1,31,15,4,12,7,2
Lebanon,1,2,0,6,0,0,1,18,0,0,0,0,0,0,0,51,0,0,0,2
Senegal,4,2,0,2,0,0,0,0,0,0,9,0,0,1,0,1,0,1,1,2
Sweden,3,47,5,15,40,0,2,0,0,0,2,3,0,4,34,0,3,5,7,2
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2
Ghana,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Jordan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Malaysia,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9,1
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nigeria,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
Portugal,0,0,0,0,0,1,0,10,2,0,1,6,112,49,366,105,10,8,10,1
Sudan,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,1
Uganda,0,0,0,2,0,0,0,0,0,1,1,2,1,0,1,1,1,0,1,1
Egypt,23,4,51,42,1,0,1,1,1,0,5,35,12,9,32,2,0,0,2,1
Japan,5,9,1,7,3,4,3,0,0,13,6,20,9,4,1,1,1,1,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tokelau,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,0,11,69,7,2,6,3,2,1,0
Andorra,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,2,0,0,0,0
Bahamas,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bosnia and Herzegovina,0,0,1,0,0,0,0,0,33,0,0,13,28,0,0,0,1,0,5,0
Brazil,47,5,1,0,17,16,8,17,6,24,8,18,24,31,0,1,7,2,6,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Bulgaria,1,0,0,0,0,0,0,0,1,29,16,0,0,0,0,0,0,1,0,0
Cameroon,10,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,1,0
Central African Republic,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0
Costa Rica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,34,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ecuador,0,0,0,0,0,2,0,54,0,0,1,0,0,0,4,0,0,0,2,0
El Salvador,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eritrea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Faroe Islands,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1,0,142,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gambia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,1,0,0,0,68,38,1,1,4,1,0,0,0,0,0,16,4,0,0,0
Haiti,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,1,0,15,0,0,1,0,0,0,1,0,0
Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",9,24,0,1,0,0,15,0,0,0,0,0,12,0,1,0,13,0,0,0
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Ireland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0
Israel,0,0,3,1,1,0,0,0,0,6,0,0,0,13,1,2,0,0,2,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0
Jamaica,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kuwait,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Taipei, Chinese",27,80,48,34,20,2,14,2,13,18,105,110,51,17,98,96,18,197,1,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
Oman,0,0,0,6,0,0,0,0,0,0,0,33,0,0,0,8,0,0,7,0
Namibia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
New Zealand,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pakistan,0,0,0,2,0,0,0,2,0,0,2,2,1,2,21,18,2,1,1,0
Panama,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Peru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0
Poland,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,2,0,6,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Romania,0,1,0,0,15,4,0,21,0,1,2,118,0,1,0,0,0,0,2,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rwanda,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Singapore,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,169,26,0,1,0
Slovenia,0,0,0,0,0,0,94,64,0,0,0,0,0,0,0,0,0,0,1,0
Zimbabwe,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Syrian Arab Republic,1,127,52,47,11,9,8,19,19,12,0,0,285,0,0,0,0,0,0,0
Tajikistan,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tunisia,0,0,2,0,2,3,8,5,9,11,1,0,0,0,0,0,0,7,7,0
Turks and Caicos Islands,5,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Ukraine,0,3,4,8,13,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Macedonia, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
