Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,2,14,0,0,0,0,0,0,0,13,0,11,46,6,0,0,0
Portugal,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,11,0,11,12,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
HHI,0,1,1,0,0,0,0,0,0,0,0.522099367,0,1,0.440812329,0.487310034,0,0,0
