Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,550,259,19,29,3,5,884,0,10,0,16,6,0,43,1,7,7,8,43,40
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32,3
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Congo,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2
Togo,323,174,0,29,0,0,0,0,0,0,0,0,0,25,0,0,7,3,1,2
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gabon,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Malawi,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,3,5,884,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,172,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
HHI,0.439209925,0.404938613,1,1,1,1,1,0,1,0,1,1,0,0.320471588,1,0.212372541,1,0.142025809,0.609595364,0.498165037
