Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,19,225,17,44,25,8,3,38,22,27,41,213,185,144,657,77,806,452
Cameroon,3,58,0,17,0,0,0,0,0,0,0,213,175,0,606,15,346,432
France,15,121,0,10,23,8,2,22,9,27,1,0,1,0,15,0,17,7
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Lebanon,1,0,0,0,0,0,0,10,0,0,0,0,2,1,0,0,0,2
Belgium,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,113,1
Chad,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,17,17,0,0,0,0,0,0,0,0,4,49,0,0,89,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Congo, Democratic Republic of the",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Japan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,6,13,0,0,0,0,7,25,38,23,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Saudi Arabia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Sudan (before 2012),0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
HHI,0.542947366,0.367530001,1,0.034147193,0.729830395,1,0.565826249,0.184331371,0.039579909,1,0.776952434,1,0.903053247,0.437660658,0.847186077,0.184028189,0.23138579,0.925636787
