Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,0,0,4,3,5,17,0,16,3,20,126,94,9,63,87,26,41,8,15,5
United States of America,0,0,0,0,0,0,0,0,3,0,70,0,5,0,11,3,0,3,7,3
China,0,0,0,0,0,0,0,16,0,0,15,6,1,63,0,17,21,0,0,1
Netherlands,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,4,1
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
United Arab Emirates,0,0,0,0,3,0,0,0,0,12,0,1,0,0,68,1,19,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,1,0,3,0,0
France,0,0,0,0,0,0,0,0,0,8,0,22,2,0,0,0,0,0,0,0
Germany,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,10,0,0,0,0,24,20,0,0,2,0,1,2,3,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HHI,0,0,1,1,0.047810851,0.037303363,0,1,1,0.047810851,0.228493497,0.23553765,0.23728097,1,0.590199872,0.427821063,0.269259092,0.021179951,0.154700538,0.203418298
