Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,396319,358281,420414,676939,1057932,1395461,1585370,1666583,1442664,2010396,2762380,1933480,1792017,2447454
China,110948,88028,113898,173807,300913,427357,479909,529202,462097,727628,455838,726356,734499,944648
"Hong Kong, China",10798,9837,3324,6058,20537,59174,80060,94230,174681,275605,137105,232074,215972,378825
Singapore,31349,18715,17944,22737,48010,59469,49135,84606,130200,199683,160208,167522,147616,233841
India,44520,43261,51699,60481,70182,68365,63977,114196,82696,111562,149903,132206,111712,188130
Germany,18866,18260,14065,49447,76242,67966,82843,88143,73274,55694,166903,94607,86241,162908
Viet Nam,375,1133,334,1474,2347,3098,2423,8720,5349,14328,1988,11057,42570,75116
Sweden,21328,33692,49274,98621,167466,217267,310658,127129,122414,75849,58864,53235,32523,47769
Japan,12460,11414,25197,31815,34592,59173,76722,72094,28778,47414,28106,25623,11260,46021
Italy,7504,5720,7410,30600,48753,44017,43629,21809,17019,68682,22253,24896,20883,44975
United Kingdom,15847,11165,16304,18842,22872,27074,25007,27227,25981,56587,40131,45300,36421,42626
Finland,3348,2218,1313,17584,1981,16321,2875,38892,16309,84434,289841,41451,22774,39610
United States of America,25629,30895,34889,46793,92570,101956,141999,142944,41916,27950,86785,35170,43713,39353
"Korea, Republic of",13682,14031,8819,21059,49884,56436,33583,47159,43467,55891,34157,45296,58937,38368
United Arab Emirates,1453,1609,3125,1693,2600,19823,13110,18214,23371,50716,56699,19666,29497,22501
Malaysia,6151,4235,4305,5135,12641,11539,14203,31152,32700,60032,87799,58159,35889,21337
Spain,901,2708,6521,9462,8616,16807,18546,12793,7861,7256,12015,7521,4539,19501
"Taipei, Chinese",3519,6510,7761,6342,10753,9933,9678,10828,9857,15395,5149,16253,13742,14739
Switzerland,1964,1506,3747,4144,8282,10012,8920,9196,2776,2237,2423,9085,5999,14253
France,11201,9414,11986,11792,24032,38575,24815,33567,26941,13638,12289,6335,7551,13259
Türkiye,560,12906,7251,2359,3179,4983,5690,10331,4780,10722,10423,6486,5781,13139
Netherlands,375,680,282,9003,4114,1639,373,4179,3920,10257,19814,70341,9207,8496
Thailand,7486,5503,3837,6843,12253,7357,13401,9681,14617,6270,800521,12330,8149,7136
Australia,14206,6288,7209,13538,5440,5611,1762,8438,2317,2651,1163,787,10616,5386
Austria,1425,1016,2025,2193,1623,8481,7076,65316,62032,7096,33418,11483,39801,3692
Sri Lanka,155,85,32,146,47,195,151,156,619,185,5407,815,3335,2710
Canada,7503,779,1004,867,1933,5050,2726,1222,1122,867,1635,2920,4269,2269
Russian Federation,96,273,566,902,40,120,641,154,82,435,360,151,1039,2162
Ireland,54,283,11,231,38,90,50,101,475,287,2158,2346,1205,1840
Norway,11471,3148,5248,1705,2398,3518,22427,12204,7364,7887,19784,56988,32742,1323
Belgium,1219,733,85,150,1272,872,1122,118,60,195,29967,154,1389,1295
Indonesia,3213,2274,2327,4673,4374,2054,6117,3459,6743,1525,1962,3860,2662,1207
Ukraine,11,1,902,2017,2239,2912,1785,13401,812,1348,14842,1773,1841,998
Portugal,15,1,67,489,63,566,0,1086,20,806,246,594,534,910
Cyprus,47,0,0,0,1,859,2553,0,0,86,80,1929,93,892
Lebanon,0,0,0,0,0,0,918,109,266,1551,2208,500,924,805
"Iran, Islamic Republic of",2,23,81,536,1,8,3,1,153,877,0,1960,161,750
Czech Republic,412,1,37,2729,1893,1726,3132,6313,4224,192,99,256,259,576
Hungary,0,27,4,30,0,5062,19017,8620,1457,38,365,416,1,552
Pakistan,1732,1744,527,1062,128,945,310,520,337,583,572,618,533,548
Philippines,2,2,12,119,83,95,274,393,103,76,190,234,31,428
Denmark,476,631,527,896,2220,11085,786,1000,374,286,859,471,564,393
South Africa,0,60,66,117,41,697,330,92,296,279,31,114,426,351
Kenya,0,0,32,69,36,27,0,124,0,15,0,0,0,277
Poland,10,43,100,101,2029,154,344,27,28,27,76,124,53,252
"Korea, Democratic People's Republic of",585,683,298,319,1601,1639,124,2,0,3,10,0,2175,197
Latvia,0,0,0,0,0,0,0,0,242,660,272,774,1,188
Mexico,264,16,47,229,505,1626,870,194,348,61,4,1,146,149
Greece,0,1,8,6,130,60,6,7,17,58,33,21,13,110
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,92
