Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,10,0,0,0,0,0,0,0,0,5,1,2,119,137,434,82,25
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,381,30,12
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,8
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Norway,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,1,0,0,0,0,0,0,0,0,0.053589838,1,1,0.47064791,0.254710343,0.765572447,0.460719455,0.181185845
