Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,4033,1075,2737,993,1243,2251,4378,5022,5275,7650,9066,5608,17675,3706,5114,7104,5782,6295,8787,10125
United States of America,222,100,368,360,418,260,458,435,669,153,302,208,6924,396,81,217,224,2536,3924,4580
Japan,605,725,1108,102,532,431,176,4,50,233,684,296,1073,1163,1955,2516,1529,1126,1147,1415
"Korea, Republic of",1,31,5,172,16,15,229,2295,2043,2509,2469,4398,1509,976,0,1515,1090,3,610,1210
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,269,2,51,13,80,632,1083,1004
China,38,6,2,0,0,0,205,76,385,4,461,158,159,76,420,381,356,545,1120,562
Malaysia,57,0,0,13,3,37,17,4,8,1195,582,10,98,34,83,0,81,65,165,292
Singapore,41,25,51,22,25,47,394,134,131,475,389,37,893,24,43,85,114,107,164,259
Netherlands,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,54,99,155
United Kingdom,3,3,84,0,15,0,0,0,0,2,6,328,225,4,160,45,150,0,25,115
Thailand,1615,26,379,66,52,688,1772,40,137,124,675,0,2485,344,79,642,547,229,13,83
France,1207,1,570,0,153,132,648,975,354,2046,2814,5,65,2,0,270,367,408,30,82
Italy,0,0,0,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,0,66
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,136,62
Germany,1,6,50,84,0,11,104,83,223,3,10,0,362,4,0,0,7,54,10,60
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,15,51
"Hong Kong, China",0,4,1,0,0,32,0,0,170,41,0,0,139,183,73,40,54,34,75,28
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,51,0,0,14,28
Viet Nam,17,61,71,166,4,44,13,117,129,9,211,3,94,251,118,89,98,20,32,18
Switzerland,207,0,0,2,0,0,0,2,2,0,3,0,1058,0,0,0,0,1,0,14
Czech Republic,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,11,10
Norway,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,28,0,5
Myanmar,0,0,0,0,0,2,0,0,0,0,11,23,19,0,53,60,99,16,6,2
"Korea, Democratic People's Republic of",0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
