Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,84,220,491,1254,783,1169,346,2993,4242,2694,4014,1561,4158,6682,7371,5076,5466,6489,6475,7058
China,0,22,75,203,183,444,76,1810,2141,256,1800,1151,3053,3538,4596,2241,2743,2697,2351,3320
"Tanzania, United Republic of",0,4,5,2,5,2,0,9,44,99,98,85,0,627,575,471,985,1957,1970,1238
Kenya,10,112,225,289,192,164,102,139,351,522,690,6,0,704,489,544,577,510,697,1015
India,0,0,0,0,0,0,22,3,3,4,0,0,9,6,2,10,63,532,627,581
Uganda,0,26,70,101,46,240,21,543,920,1074,709,62,0,1222,1300,1512,569,493,296,431
United Arab Emirates,23,10,30,72,35,42,26,28,48,82,60,54,10,33,36,48,56,43,114,85
Denmark,0,0,0,0,0,0,0,0,1,1,0,13,0,0,1,0,0,7,0,69
Belgium,16,14,39,505,80,38,53,83,141,41,129,30,20,144,54,26,25,43,9,61
Senegal,0,0,0,0,0,0,0,1,1,7,9,8,0,19,21,56,99,53,66,53
France,2,5,2,29,29,1,1,3,67,223,167,21,442,165,191,25,26,9,100,36
Rwanda,11,3,14,19,82,168,0,109,162,87,4,67,0,172,32,14,71,76,40,36
Türkiye,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,3,1,76,33
Italy,1,1,5,4,0,0,1,2,16,52,19,2,14,6,14,17,54,22,27,24
United States of America,11,3,1,2,8,6,2,137,318,211,285,39,12,26,16,76,22,5,5,15
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,10
South Africa,1,0,0,2,0,0,11,0,2,1,5,1,0,1,0,2,9,12,12,10
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,9
Egypt,5,11,2,1,1,0,2,1,0,0,1,1,0,2,0,3,2,0,6,7
"Hong Kong, China",2,0,6,1,0,0,2,0,1,0,0,0,0,0,0,0,9,6,2,4
Switzerland,0,1,2,3,86,0,1,4,1,2,1,5,0,2,24,2,12,1,5,4
Indonesia,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3
Netherlands,0,0,3,0,0,0,2,1,0,0,0,1,0,5,0,4,0,0,17,2
Spain,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,5,0,0,2
Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,0,0,4,0,0,0,9,13,3,0,8,3,0,1,1,7,5,0,0,1
Germany,0,1,1,17,22,46,0,0,4,3,4,3,1,1,2,0,0,5,2,1
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sweden,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,1,1,1
Togo,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,1
United Kingdom,0,0,2,0,10,12,0,1,1,3,1,0,56,0,0,1,3,1,3,1
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,4,0,0
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,2,0,3,3,0,0,0,0,5,0,0,0,0,0
Gabon,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
Gambia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0
Japan,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,12,1,0,0
Jordan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lao People's Democratic Republic,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mali,0,0,0,0,0,0,0,0,4,5,1,0,1,1,0,2,4,0,3,0
Mexico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Niger,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,1,1,0,0,94,0,0,1,1,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Sudan (before 2012),0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,1,2,0,1,1,0,3,0,1,0,0,0,1,0,0,2,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Ukraine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HHI,0.165163516,0.395170468,0.375131284,0.336329854,0.174535621,0.290874787,0.244375374,0.529428976,0.451298741,0.342748571,0.386153299,0.673815505,0.67933795,0.471291365,0.55774489,0.442193239,0.468182809,0.417428635,0.381443461,0.43030208
