Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,48,0,236,14,5,56,21,50,0,13,56,0,91,10,274,124,310,87
Cameroon,48,0,165,0,5,0,0,0,0,9,3,0,91,4,238,124,248,87
China,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
France,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,45,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
Kenya,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0
India,0,0,0,0,0,55,0,42,0,0,0,0,0,0,0,0,59,0
Togo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0
HHI,1,0,0.368304595,1,1,0.93958611,1,0.657721753,0,0.172409813,0.822268099,0,1,0.047810851,0.585151758,1,0.579757317,1
