Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,341,103,71,144,105,138,205,137
China,186,13,26,50,26,38,75,60
United States of America,33,41,4,6,7,2,54,36
Türkiye,0,1,0,0,0,0,7,8
Egypt,0,0,0,0,0,0,0,8
Netherlands,0,2,3,0,5,20,0,7
Togo,0,0,0,0,0,0,0,4
Belgium,14,2,3,34,9,8,34,3
Cameroon,1,1,0,0,2,0,1,2
Ghana,2,0,0,0,0,0,0,2
United Arab Emirates,3,0,1,1,0,1,2,2
Italy,4,7,0,0,2,0,4,1
Kuwait,0,0,0,0,0,0,0,1
India,3,3,2,0,6,0,1,1
"Tanzania, United Republic of",6,0,0,0,0,0,0,1
Zambia,0,0,0,0,0,0,0,1
Benin,1,1,0,0,0,0,0,0
South Africa,1,1,4,24,9,33,6,0
Equatorial Guinea,0,0,0,0,0,0,4,0
Australia,1,0,0,0,0,0,0,0
Canada,0,0,0,2,0,0,4,0
France,38,1,6,4,0,3,0,0
Gabon,0,0,1,0,0,2,0,0
Georgia,12,0,0,0,0,0,0,0
Germany,3,2,0,3,0,24,0,0
Haiti,0,0,5,0,0,0,0,0
Israel,0,1,0,2,0,0,0,0
Côte d'Ivoire,3,1,0,0,0,0,0,0
Japan,0,0,0,0,0,0,3,0
Kenya,20,0,3,0,3,0,0,0
Lebanon,0,1,0,0,0,1,0,0
Liberia,0,0,0,17,0,0,0,0
Madagascar,2,0,0,0,0,0,0,0
Malaysia,0,0,0,0,8,0,0,0
Mali,0,0,0,0,0,0,1,0
Mauritania,0,0,0,0,0,1,0,0
Namibia,0,0,0,0,21,0,0,0
Niger,1,0,0,0,0,0,2,0
Nigeria,3,0,3,0,0,0,0,0
Pakistan,0,4,0,0,0,0,1,0
Portugal,2,0,0,0,0,0,0,0
Russian Federation,0,2,0,0,0,0,0,0
Rwanda,0,0,0,1,0,0,1,0
Senegal,0,5,6,0,5,0,0,0
Sierra Leone,0,0,2,0,0,0,3,0
Spain,0,12,3,0,0,0,0,0
Sudan,0,0,0,0,0,4,0,0
Uganda,0,1,0,0,0,0,0,0
United Kingdom,0,1,0,0,0,0,1,0
HHI,0.451933745,0.292537429,0.208735109,0.242056979,0.111854869,0.206165453,0.325429552,0.355673871
