Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,4,25,4,0,331,18,42,18,1,0,5,0,0,0,0,0,0,0
Belgium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0
Italy,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,2,0,0,0,276,3,26,4,0,0,4,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,10,4,3,1,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,17,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0,0.428845688,0.284959256,0,0.643014035,0.247219129,0.354719855,0.084254936,1,0,0.401219067,0,0,0,0,0,0,0
