Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,0,0,0,9,298,0,4,18,272,167,8,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
France,0,0,0,9,0,0,4,4,176,121,0,0,0,0,0,0,0,0
Italy,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0,0,1,0.737049262,0,1,0.34754754,0.408151682,0.508744397,0.181767729,0,0,0,0,0,0,0
