Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,311641,319632,194539,210985,510097,167330,372632,411183
India,69584,103995,80008,84616,96642,95214,196214,182826
China,28752,30726,23552,19501,29773,23494,54482,54379
Belgium,13194,8724,8650,12902,57945,17043,25492,38627
Netherlands,67780,17279,37253,25361,24392,6186,11899,33452
Denmark,3576,7251,5341,12163,6358,3968,21357,24761
United Arab Emirates,1999,616,5064,11511,16878,9140,23921,20254
United States of America,9381,8737,3211,2121,5982,1081,463,14002
France,105783,117802,5455,31008,246831,3303,8977,9137
Russian Federation,516,1178,1866,342,1799,94,0,7859
"Korea, Republic of",1042,1934,708,1227,6518,57,7375,6794
Kenya,1958,2091,1384,1959,2029,1577,1888,3515
Indonesia,0,1,140,10,26,4,825,2816
Malaysia,1153,9,208,781,57,39,1839,2323
Uganda,330,5223,15339,784,192,22,29,1912
Brazil,0,0,152,0,0,344,125,1809
South Africa,567,1570,1223,666,1160,1125,5237,968
Germany,1593,1364,917,1011,1666,2017,765,937
Spain,110,143,106,238,1301,623,441,670
Switzerland,502,709,436,158,235,186,347,614
Viet Nam,76,239,61,73,125,258,36,499
Poland,0,0,1,0,0,0,0,470
Singapore,700,7,0,194,104,0,59,433
Finland,13,1211,1281,355,1817,214,3369,326
Bulgaria,0,0,0,1,1,57,130,275
United Kingdom,165,573,378,494,606,175,29,275
Egypt,46,57,2,57,94,97,27,219
Pakistan,176,216,119,195,205,175,351,179
Thailand,0,35,0,0,31,49,60,160
Angola,0,0,0,0,0,0,12,120
"Tanzania, United Republic of",28,51,1,18,53,0,19,82
Guatemala,0,0,0,0,0,0,0,70
Bangladesh,27,21,0,14,64,0,55,48
Nepal,0,0,0,0,0,0,0,46
Japan,0,77,1,239,1215,1,10,45
Türkiye,52,1,201,323,0,1,1443,40
Equatorial Guinea,0,0,0,0,0,0,0,38
Italy,50,2271,3,69,14,14,520,38
"Hong Kong, China",70,191,43,2,75,184,0,35
Portugal,0,27,83,0,0,0,0,27
Antigua and Barbuda,0,0,0,0,0,0,0,18
Rwanda,107,9,11,25,36,73,6,16
Zambia,22,0,3,0,0,14,0,14
Jordan,0,0,0,0,0,0,0,12
Greece,0,0,3,11,4,0,55,11
Sweden,7,0,2,64,32,0,0,11
Ireland,144,240,3,0,0,266,2,6
Tunisia,0,0,2,12,29,0,50,4
Central African Republic,0,0,0,0,0,0,0,3
Morocco,2,424,2,543,69,31,509,3
Sri Lanka,0,0,0,0,0,0,0,2
"Korea, Democratic People's Republic of",203,0,0,0,0,0,0,1
Canada,9,19,163,1,10,8,16,1
Cyprus,146,0,133,304,0,0,1883,1
Slovenia,0,0,0,0,0,0,2,1
Togo,0,0,0,0,5,0,34,1
Argentina,0,0,0,2,0,2,0,0
Australia,1,8,5,1,2,0,14,0
Austria,123,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0
Cameroon,0,0,4,50,140,11,1,0
Colombia,0,0,4,0,0,0,0,0
Congo,0,2,0,0,0,0,2,0
Czech Republic,0,1,0,1,0,0,4,0
Dominica,0,76,0,0,0,0,0,0
Ecuador,0,0,0,4,0,0,0,0
Georgia,0,0,0,0,661,1,0,0
Ghana,478,129,33,44,0,0,0,0
Guinea,0,0,0,0,1,0,0,0
Hungary,4,0,3,3,0,0,26,0
"Iran, Islamic Republic of",0,15,0,0,0,0,0,0
Israel,47,4,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,1,37,0,0
Lebanon,329,63,31,41,0,34,102,0
Latvia,0,0,0,0,5,0,0,0
Lithuania,1,0,0,0,0,0,0,0
Luxembourg,30,0,3,3,316,0,0,0
Malawi,35,0,0,0,0,0,0,0
Mali,0,0,3,0,0,0,0,0
Mauritius,151,0,0,0,0,0,0,0
Mexico,0,4106,755,1248,4373,0,1660,0
Namibia,0,0,0,7,0,0,6,0
Curaçao,3,0,0,49,0,0,0,0
New Zealand,0,119,0,0,0,0,230,0
Nicaragua,0,0,0,0,20,0,0,0
Niger,80,0,156,0,0,109,0,0
Nigeria,0,2,25,0,208,0,0,0
Romania,0,0,0,25,0,0,0,0
Anguilla,0,0,0,4,1,0,0,0
Saint Lucia,466,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,3,0,0
Serbia,2,0,0,0,0,0,0,0
Sierra Leone,0,0,3,1,0,0,0,0
Slovakia,0,0,0,41,0,0,0,0
Eswatini,0,25,1,20,1,0,226,0
Ukraine,0,0,0,83,0,0,7,0
Uruguay,24,55,0,0,0,0,0,0
HHI,0.387367502,0.424212332,0.398459007,0.381974799,0.462869946,0.526548923,0.488672798,0.409442211
