Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,141,2738,4874,8195,6888,8649,5007,6579,11006,12009,8933,3789,5736,5152,3694,107,1638,3613,352
Niger,0,0,45,0,119,0,107,99,0,329,2995,8933,3488,4574,5139,3680,6,1598,3612,352
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
Cameroon,0,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Finland,0,0,0,0,0,0,0,0,0,3459,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,1259,0,10,1,0,2,0,4,18,5,5,1,0,0,0
Ghana,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,203,0,6,0,0,3,0,0
Netherlands,0,0,0,0,0,0,0,0,12,0,9012,0,4,5,0,0,0,0,0,0
Nigeria,0,69,0,0,0,175,16,423,0,0,0,0,88,0,0,0,14,22,0,0
Portugal,0,0,2692,4786,8074,5454,8525,4476,0,7218,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Spain,0,0,0,0,0,0,0,0,4257,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0,0.210789232,0.943108189,0.957563096,0.965318733,0.557628365,0.966266283,0.796302832,0.522103444,0.356097693,0.505012293,1,0.868882585,0.643556107,0.994955871,0.99242529,0.251263672,0.951434237,1,1
