Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,9121,1082,5683,0,0,0,0,0,0,0,6723,17232,5708,1073,16615,10203,3726,7359
Germany,0,0,0,0,0,0,0,0,0,0,4,786,2,2,15,1,1,5084
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,592
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
France,2565,687,1167,0,0,0,0,0,0,0,2490,108,2089,67,106,27,77,308
Canada,0,0,1900,0,0,0,0,0,0,0,85,1,89,169,14721,10047,41,271
Brazil,0,0,0,0,0,0,0,0,0,0,1,38,11,6,4,0,0,185
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,125,121
United States of America,920,0,2065,0,0,0,0,0,0,0,2889,565,3207,172,216,35,375,53
United Kingdom,14,37,18,0,0,0,0,0,0,0,189,114,106,205,10,6,15,50
China,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41
"Congo, Democratic Republic of the",4111,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40
South Africa,101,240,235,0,0,0,0,0,0,0,88,14933,46,223,1310,5,2609,33
Portugal,191,58,41,0,0,0,0,0,0,0,18,46,98,155,84,2,113,4
Ethiopia,0,0,0,0,0,0,0,0,0,0,287,0,6,2,34,7,0,3
Netherlands,0,53,0,0,0,0,0,0,0,0,389,26,36,60,44,18,3,3
United Arab Emirates,0,4,0,0,0,0,0,0,0,0,193,546,0,0,0,0,0,2
Israel,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
Italy,19,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,175,1
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Armenia,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,2,0,0
Congo,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kenya,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0
New Zealand,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saudi Arabia,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Switzerland,0,0,59,0,0,0,0,0,0,0,83,10,2,1,0,0,0,0
HHI,0.3444409,0.481311168,0.322792508,0,0,0,0,0,0,0,0.431573208,0.827111495,0.576590618,0.211925913,0.851247141,0.97916165,0.623229622,0.61102212
