Importers,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,57,25,22,31,14,17,15,46
Greece,0,0,0,0,0,0,0,10
Belgium,10,2,1,3,0,0,3,7
France,1,3,3,5,3,3,0,6
Malawi,0,0,0,0,0,0,0,6
"Tanzania, United Republic of",3,0,0,0,0,1,0,4
Ethiopia,0,0,0,0,0,0,0,3
Gabon,0,0,0,0,0,4,3,3
Zambia,0,0,2,0,2,1,0,2
Côte d'Ivoire,0,0,0,0,0,0,1,1
Morocco,1,0,0,0,0,0,0,1
Senegal,1,0,0,0,0,0,0,1
South Africa,2,0,0,0,0,0,0,1
Spain,0,0,0,0,0,0,0,1
China,0,0,0,0,0,0,0,0
Uganda,0,0,0,2,0,0,2,0
Angola,10,3,11,16,4,7,2,0
Australia,0,0,0,0,0,0,0,0
Brazil,0,0,1,0,0,0,0,0
Cameroon,2,0,0,0,0,0,0,0
Canada,2,1,0,0,0,1,0,0
Congo,2,0,0,0,1,0,0,0
Germany,5,1,0,0,0,0,0,0
Ghana,2,0,0,0,0,0,0,0
Guinea,1,0,0,0,0,0,0,0
Kenya,0,0,0,0,1,0,0,0
"Korea, Republic of",0,0,0,0,0,0,1,0
Kuwait,0,1,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,1,0
Madagascar,0,0,0,0,1,0,0,0
Netherlands,2,0,0,0,0,0,0,0
Nigeria,0,0,0,1,0,0,1,0
Rwanda,0,0,0,0,3,0,2,0
Sudan,0,5,0,0,0,0,0,0
Switzerland,0,0,2,0,0,0,0,0
Togo,2,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,2,0,0,0,0
Türkiye,6,0,0,3,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0
United States of America,3,0,0,0,0,0,0,0
Burkina Faso,0,6,0,0,0,0,0,0
HHI,0.088259873,0.026902994,0.21897215,0.302494397,0.127647924,0.18238407,0.083095189,0.104987163
