Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,11481,9103,8091,30,855,823,71,17510,21464,2734,3311,16881,7677,5304,26874,1747,700,5283,11640,7233
Sudan,0,0,0,0,0,0,0,0,0,365,34,8930,523,2,0,0,0,3189,9460,4015
Kenya,0,0,0,0,7,0,0,0,18,0,4,355,95,239,24685,360,22,0,465,1269
United States of America,674,770,354,0,42,11,20,7,0,1,1,11,20,24,17,6,255,265,215,526
Israel,3135,3024,1033,0,97,63,49,55,1941,39,2375,3983,3838,3047,1289,1079,267,1351,1301,370
Netherlands,40,17,0,0,9,0,0,0,0,182,0,66,0,0,0,33,0,0,0,238
Canada,7,1,22,0,65,96,2,4,1,0,1,40,15,54,35,0,2,0,56,224
United Kingdom,0,0,0,0,1,0,0,2668,364,0,0,1,0,0,118,0,66,430,93,211
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
Germany,16,17,9,0,0,0,0,0,0,0,0,9,19,0,63,18,0,0,0,87
Djibouti,2444,2252,625,0,170,76,0,49,132,79,106,186,179,48,44,56,84,27,20,78
Sweden,7,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,36
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Australia,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,1,0,18,1,1
Saudi Arabia,115,68,273,0,291,548,0,0,1300,1435,732,1163,2306,1023,1,0,1,0,0,0
Somalia,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,0
Albania,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,76,65,25,0,270,278,0,0,0,0,0,0,0
Bulgaria,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,187,0,0,0,0,0,172,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,19,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0
Italy,18,61,5,0,0,0,0,19,11275,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,569,893,0,0,42,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,9,0,0,0,66,0,0,0,0,0,0,0
Madagascar,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Pakistan,0,30,15,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,35,0,0,58,36,0,0,0,0,0,0,0
Russian Federation,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,29,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
South Africa,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),55,584,2011,30,41,0,0,12842,3878,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,1191,233,1716,0,52,0,0,119,69,484,17,131,17,0,0,0,0,0,0,0
Türkiye,391,0,0,0,0,0,0,0,907,0,0,1520,0,688,201,0,0,0,0,0
Egypt,0,0,0,0,0,27,0,378,37,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,3346,629,1980,0,37,0,0,505,68,123,41,90,267,0,0,0,0,0,0,0
HHI,0.299491896,0.282209195,0.242604854,1,0.201753037,0.497569156,0.398904605,0.65987022,0.437244002,0.380488301,0.627214281,0.460075854,0.44733898,0.469103811,0.887492047,0.476581968,0.303869608,0.457478284,0.732404038,0.435547923
