Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,73164,81625,102115,83833,202064,116726,138728,198755,168220,257676,74344,72352,164791,127942,108962,98984,265413,202433
China,3092,3176,5314,7786,13780,12498,14159,24378,24489,38742,16579,26336,74991,53235,40778,42251,212895,127923
Namibia,273,1,4,5719,34059,3381,6964,11056,6992,8056,1441,1961,1057,723,406,451,582,16864
Portugal,13963,8124,16900,9228,21156,16288,22668,29602,28184,27153,10433,9449,16304,11903,10654,11271,7458,8858
Pakistan,472,294,4764,2790,4469,3045,4260,6875,3945,13642,3023,1203,8809,5476,7383,7214,5790,6251
United Arab Emirates,3406,3858,3515,2663,3684,2740,4858,6077,6724,25818,3354,2715,7106,6411,5950,3821,4830,6174
United States of America,12078,27694,7714,11872,35289,20460,25219,39872,30888,38774,8368,4587,10152,8316,8693,6415,4991,5770
Canada,18965,9007,22550,16456,40127,23609,23180,21926,17233,24526,6537,4678,8784,8094,6197,3475,3724,3985
India,51,4595,5934,1582,4573,1505,1332,2504,5018,3066,2431,2421,3173,3234,2575,1836,6649,2304
South Africa,2564,3511,2813,4387,6833,3211,3305,6068,7512,6640,2367,2734,3573,3025,3560,2135,1229,2289
Türkiye,97,17,0,24,49,354,183,205,148,145,326,695,2743,3195,2867,2452,2355,2226
Viet Nam,23,367,411,992,528,211,68,2863,190,3223,229,38,260,3403,643,2990,217,1717
Germany,3955,5315,10064,2235,5411,4706,5179,8134,6735,13025,4606,1262,6146,1970,1362,1359,1472,1541
Denmark,165,16,89,1095,894,179,103,52,79,57,38,39,73,73,171,61,546,1375
United Kingdom,188,1691,2126,1496,1046,1237,1186,2246,2060,2011,1797,2662,639,2246,2013,733,875,1371
France,208,373,1906,886,1075,1151,1894,3310,1891,1662,520,579,894,645,1086,1432,637,1369
Italy,4323,4917,4359,1421,1163,1366,874,2223,2897,8188,581,466,1852,2092,1073,1346,1365,1263
Netherlands,83,73,134,933,1221,1149,1287,1617,1800,6997,1017,1204,971,862,907,1074,590,1210
"Tanzania, United Republic of",0,0,0,0,4,0,0,0,1,4,2,1,0,0,0,3,0,1184
Lithuania,0,0,0,131,759,721,961,1742,779,379,202,903,553,555,573,625,1082,1140
Spain,227,28,102,378,176,371,1373,347,559,1153,379,370,604,424,601,849,1485,1089
