Importers,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,10222,6560,11319,9846,7863,5984,5264,9601
Malaysia,7455,4398,7077,6577,5959,4793,4346,7448
Türkiye,212,295,363,322,223,336,240,630
India,19,2,0,162,216,36,102,442
Romania,161,148,221,256,100,197,121,360
Uganda,78,19,341,388,278,233,311,231
South Africa,5,25,181,12,112,26,45,173
Italy,94,29,44,0,36,29,0,68
Switzerland,331,76,84,126,0,0,0,65
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,43
Côte d'Ivoire,0,0,0,0,0,0,0,27
"Tanzania, United Republic of",0,48,0,0,9,50,9,27
Spain,0,0,0,0,0,0,0,20
Ukraine,0,0,0,0,0,0,0,19
Belgium,17,169,599,112,57,5,1,15
United Arab Emirates,222,25,166,70,1,1,2,10
China,3,0,0,0,8,0,56,8
Rwanda,0,0,74,7,1,0,0,5
France,1,0,0,0,11,0,0,4
Congo,0,0,0,0,8,5,0,2
Guinea,0,0,0,0,0,0,0,2
Mali,40,0,0,0,0,0,1,1
Burkina Faso,0,0,0,0,0,0,0,1
Angola,7,1,1,2,77,0,0,0
Austria,0,0,0,0,0,4,0,0
Bangladesh,0,1,0,0,0,0,0,0
Botswana,0,0,0,0,229,56,0,0
Myanmar,0,56,0,0,0,0,0,0
Cameroon,0,0,1,0,0,0,0,0
Canada,15,3,0,0,0,0,0,0
Gambia,0,0,1,0,0,0,0,0
Germany,0,0,0,17,0,0,0,0
Ghana,0,0,0,0,0,0,7,0
Kenya,162,115,15,35,60,39,16,0
Liberia,0,2,0,0,0,0,0,0
Luxembourg,0,0,6,0,0,6,0,0
Mauritius,1352,1069,1982,1654,435,0,0,0
Nigeria,0,0,2,0,0,0,0,0
Viet Nam,0,0,0,0,0,72,0,0
Sudan,0,0,0,76,0,0,0,0
Eswatini,0,0,19,17,36,0,0,0
Sweden,10,0,0,0,0,0,0,0
Togo,0,4,0,0,0,0,0,0
Egypt,5,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0
Uruguay,0,0,4,0,0,0,4,0
Zambia,34,73,136,14,8,95,1,0
HHI,0.668952615,0.604324112,0.554065093,0.592957891,0.694328539,0.74252734,0.7703427,0.722235082
