Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,832,181,3115,644,1821,968,682,429,15,13,146,0,22,71,190,5,3,3
Nigeria,4,0,0,0,0,0,0,1,0,0,0,0,22,43,0,5,3,2
Cameroon,0,29,657,54,201,26,46,0,0,0,0,0,0,0,0,0,0,1
Chad,14,4,11,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Albania,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
Belgium,104,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,72,0,0,0,0,0,0,5,0,0,0,0
Congo,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
France,317,107,2167,577,1369,693,155,353,15,0,146,0,0,0,189,0,0,0
Germany,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
"Libya, State of",0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,47,0,0,0,0,0,22,1,0,0,0
Sudan (before 2012),366,10,11,3,0,206,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,28,12,236,0,251,16,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
HHI,0.318034542,0.37097126,0.545362652,0.800047794,0.46112636,0.544298472,0.118817262,0.665340891,1,1,1,0,1,0.252177421,0.982077993,1,1,0.130590976
