Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,71,33,426,2440,293,434,1769,3691,1131,5,73594,45874,109293,13628,3914,10185,7331,25790
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,7827,0,0,0,0,22642
France,0,1,0,131,154,99,589,0,107,0,56986,27466,84022,5358,3865,659,4098,2572
Chad,0,0,0,46,0,0,0,883,658,0,8121,15,2004,0,3,1042,39,518
Cameroon,0,1,14,32,7,173,0,1295,72,0,7917,7295,151,4821,17,129,754,56
China,0,0,20,0,0,0,298,18,25,3,0,20,1711,192,0,0,0,1
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Equatorial Guinea,0,0,0,0,0,0,0,22,0,0,0,9,0,0,25,0,0,0
Albania,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,3597,0,0,0,0,0
Belgium,0,0,30,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,23,2,130,11012,0,0,0,0,0,0
Congo,0,0,0,0,0,6,0,27,92,0,0,57,111,0,0,399,103,0
"Congo, Democratic Republic of the",0,0,260,62,113,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,0,0,17,0,0,0,0,0,36,0,0,0,9847,0,0,737,0,0
Denmark,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,11,0,14,0,775,0,0,368,0,0,0,0,0,157,0
Germany,0,13,0,845,6,0,393,0,0,0,0,0,22,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Côte d'Ivoire,0,10,0,0,0,0,146,208,0,0,0,0,0,0,0,559,163,0
Japan,18,8,60,136,5,0,0,0,0,0,30,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,102,0
"Libya, State of",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Mali,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1802,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Nicaragua,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,104,0,0,0,0,0,0,0,1637,0,0,0,0
Nigeria,2,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
India,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6243,0,0
Switzerland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,77,0
Turks and Caicos Islands,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0
United States of America,10,0,8,152,0,0,0,58,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0
HHI,0.188580559,0.248779053,0.436698502,0.331741167,0.442472515,0.233009123,0.207932872,0.252202937,0.411997327,0.047810851,0.661649893,0.460432686,0.675939842,0.195725164,0.977408348,0.464131131,0.444947092,0.803657938
