Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,283,148,130,0,0,0,0,0,0,0,1358,702,808,1004,449,949,2583,7514
Congo,0,0,0,0,0,0,0,0,0,0,94,99,174,617,2,32,1869,4828
"Congo, Democratic Republic of the",5,0,1,0,0,0,0,0,0,0,122,295,172,304,398,814,579,2117
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
Gabon,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,46
South Africa,32,55,0,0,0,0,0,0,0,0,10,13,6,7,4,7,7,27
Portugal,0,0,17,0,0,0,0,0,0,0,9,8,5,5,4,8,20,15
United States of America,86,27,3,0,0,0,0,0,0,0,11,8,8,4,4,29,14,14
Belgium,0,0,3,0,0,0,0,0,0,0,89,1,89,2,0,2,5,4
Cuba,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,13,4
France,72,51,89,0,0,0,0,0,0,0,127,61,59,3,5,6,3,4
Namibia,0,0,0,0,0,0,0,0,0,0,41,35,43,5,11,7,25,4
Brazil,1,2,0,0,0,0,0,0,0,0,177,2,170,4,5,5,2,3
Ghana,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,3
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,8,33,11,9,3,0,4,3
Spain,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
Zambia,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2
Lebanon,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,2
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1
