Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,46909,32951,39055,48900,82199,93973,80391,88914,183568,112206,154645,118436,77856,53918,80165,98208,95313,71296,95847,154586
Togo,0,12,0,0,0,0,0,0,0,0,0,95,1970,8742,5014,5990,392,0,28579,55499
Portugal,10904,2228,2232,2820,3214,4982,4478,3615,5328,6203,3598,2203,2733,2410,3979,3474,4468,25251,14400,20596
Netherlands,7714,8473,12031,15491,44138,62078,51015,64278,118213,70290,119621,89334,48263,18575,7822,16521,70321,19612,11776,14824
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,2123,8,1459,309,0,0,0,0,13921
Senegal,3100,1585,97,117,28,1,968,484,1,4,1,1,29,638,842,10247,1125,2925,1,9834
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,38,0,38,0,9756
Italy,1346,4,2835,9258,6178,435,93,153,2,948,11,3,40,59,21752,3521,5933,11303,5381,8332
India,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,248,17,0,4182,3828
United States of America,1677,641,3,4,7,24,12,16,28,469,27,52,337,303,380,2222,2304,4752,3487,3298
United Kingdom,1572,1759,3125,2652,1347,4636,2002,10262,7625,3417,4516,1547,1,194,1,0,0,0,2,3249
Morocco,0,1283,408,0,24,1570,0,0,3466,222,1130,2389,1686,1284,1619,1733,1682,1587,1917,2332
France,6007,3202,2643,5256,4047,4,16,423,10,14,8,10,1697,9,5695,3302,61,8,4,1749
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,1706
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650
Spain,1291,1766,2375,3613,3823,3351,2632,3619,8319,2142,10841,1898,733,124,6147,10466,516,276,19762,1445
Norway,0,868,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,1341,1214
Malaysia,28,0,0,0,0,0,0,0,0,0,0,0,3253,0,0,0,0,0,0,644
Dominican Republic,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,463
