Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,17,0,23,62,98,14,19,16,10,16,181,81,10,5,11,82,2,9
"Korea, Republic of",0,0,0,0,7,11,0,7,0,8,0,13,8,0,0,0,0,8
France,14,0,16,14,8,3,14,9,4,2,0,6,2,5,0,0,0,1
"Korea, Democratic People's Republic of",0,0,5,21,9,0,0,0,0,0,6,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cameroon,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
China,0,0,0,0,0,0,0,0,6,6,30,0,0,0,7,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,146,6,0,0,0,82,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
Japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
United States of America,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.426037687,0,0.462835117,0.228331054,0.556783065,0.36635958,0.202191692,0.018787938,0.047810851,0.142025809,0.583933031,0.425201768,0.401219067,1,0.257892784,1,1,0.644260854
