Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,89551,26090,22495,21146,37787,32204,39110,67115,116868,283696,328542,272571,209241,150389,101990,106016,234137,158054,189027,133344
South Africa,4590,382,298,88,221,127,22108,46568,81323,138789,163640,118264,96413,122195,95482,94947,73270,70654,66160,55039
United Arab Emirates,7019,533,184,140,262,771,100,138,121,176,1716,283,38,72,23,0,5979,13088,23502,24258
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18339
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17324
Switzerland,768,225,185,160,58,67,2,5,28,2,43,12027,38429,17611,0,7394,12372,17148,18434,13308
China,1465,1066,1703,1064,522,157,181,480,316,410,1535,1129,993,480,167,540,771,442,2444,2279
United States of America,2104,683,179,345,461,140,417,174,1304,355,65,247,313,378,193,1,925,4499,404,1133
Belgium,1515,3196,5,0,7,0,0,1,0,40558,68488,31462,0,0,0,0,102,0,2292,1086
United Kingdom,2678,136,454,499,319,198,560,6105,13,453,15548,3,1,0,0,2,106,277,23,303
Zimbabwe,43,0,28,0,1,0,29,11,0,0,0,22,1,0,0,17,0,0,0,145
Poland,79,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56
Germany,272,1190,51,17,43,26,15,8,17,9,1,1,0,7,1,9,21,13,20,38
Botswana,1,9,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,24
Australia,3,1,0,1,12,214,10,24,27,11,17,0,0,0,315,0,0,8,0,9
Canada,682,2,0,1,1,5,5,22,139,0,1,0,0,0,0,0,0,1,4,3
Albania,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,5127,0,0,0,518,583,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
Austria,245,0,10,1,1,13,34,29,3,1,1,0,0,0,0,0,5,1,1,0
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
Brazil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
