Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1055,0,790,1704,427,7565,5729,10819,2865,2836,0,354,1758,999,0,251,1430,0
Caribbean Nes,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,15,0,0,0,0,0,0,7291,2865,2836,0,354,1758,986,0,251,1429,0
"Congo, Democratic Republic of the",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,66,0,435,0,0,7565,0,3528,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Côte d'Ivoire,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
South Africa,0,0,0,0,0,0,3819,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,1704,427,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.698781435,0,0.243914531,1,1,1,0.130502151,0.141861312,1,1,0,1,1,0.955910461,0,1,0.997613273,0
