Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,0,16,4,92,76,5,18,5,75,12,29,26,249,67,125,432,266,369,188,372
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,193,173,142,143,240
Belgium,0,0,0,0,0,0,0,0,10,1,0,0,1,11,0,1,0,0,1,95
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,12,13,0,19
France,0,6,4,10,8,1,18,5,20,9,29,26,39,33,23,27,24,27,18,10
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,5
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,55,15,24,0
China,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,10,0,82,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
United Kingdom,0,0,0,0,0,4,0,0,33,0,0,0,161,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,158,0,0
HHI,0,0.074300818,1,0.651434985,0.617153219,0.401219067,1,1,0.110115109,0.462442675,1,1,0.496249321,0.106607133,0.594757392,0.329759872,0.439039247,0.330646224,0.62357735,0.511954192
