Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,149,192,174,222,238,248,1767,726,1002,822,692,902,469,1300,973,903,2134,961,1317,2053
Kenya,1,2,3,7,5,6,48,230,418,354,368,365,0,255,317,92,117,295,565,1005
Denmark,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,165,1205,44,153,523
United Arab Emirates,8,4,14,25,32,47,29,47,68,69,77,6,0,149,113,126,156,154,213,168
China,0,0,1,4,7,1,13,31,29,56,40,29,108,40,85,41,151,99,70,95
Netherlands,0,0,0,0,0,0,20,0,0,0,1,7,6,5,53,12,0,48,49,65
Singapore,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,28,0,35,48,60
India,0,0,0,0,0,1,4,5,0,6,0,2,0,1,28,15,26,32,46,47
Belgium,125,119,88,79,104,42,119,94,94,154,91,260,7,466,188,62,41,4,65,44
Germany,0,2,2,0,0,1,3,3,5,79,6,55,4,196,98,200,256,224,35,14
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,5,0,6,12
Uganda,0,0,3,3,1,2,14,9,8,11,26,108,0,100,39,23,7,2,0,9
Italy,1,20,22,14,40,97,109,45,0,3,1,0,47,1,1,4,42,14,3,2
South Africa,13,2,22,1,10,43,1,15,0,6,0,0,0,3,0,0,6,1,1,2
"Tanzania, United Republic of",0,0,0,0,10,3,9,25,66,5,26,0,0,4,10,4,1,3,2,2
United States of America,0,0,0,0,0,0,1385,0,260,1,2,0,0,3,4,0,0,0,0,2
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,1
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0
France,2,42,3,22,1,4,0,2,8,71,36,44,237,36,11,74,0,1,16,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,24,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Rwanda,0,0,0,0,0,1,0,1,3,8,0,1,0,2,1,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Spain,0,0,15,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
Sweden,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,220,0,0,1,0,0,3,4,0,0,1,0,0
Thailand,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,31,0,16,0,3,2,0,43,0,0,22,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,2,0,1,7,0,6,0,2,5,0,8,0
HHI,0.738603092,0.463110523,0.342171943,0.247683298,0.277463133,0.295346969,0.713351,0.266224714,0.332640031,0.307245439,0.40965041,0.33339363,0.410492805,0.308179372,0.225330276,0.163836332,0.460215145,0.251126372,0.324760194,0.416559549
