Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,5277,9775,10375,7244,17221,13989,17786,38663,38524,25058,13956,5327,11402,8158,8838,4571,7675,19961
China,1239,1515,3786,2409,6594,6399,6711,14911,13610,4967,1360,1332,3664,1595,1990,1372,2979,9000
India,2101,3790,2760,700,4162,3970,4051,13628,14722,7520,6075,2989,6430,4665,4093,2346,1871,3472
Côte d'Ivoire,0,0,0,0,31,0,3,2,0,0,0,1,0,0,0,0,1,3213
Portugal,544,442,1220,349,867,560,1207,1861,1419,1508,377,597,702,871,1523,461,1676,1866
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801
Argentina,0,0,0,0,2,218,0,0,0,0,0,0,0,0,0,0,0,738
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,227
Pakistan,226,284,219,0,0,1,0,0,120,298,0,0,0,0,92,0,0,192
Spain,34,4,27,4,15,3,32,3,2,4,1,0,30,0,1,0,156,98
United Arab Emirates,486,244,132,150,25,1467,676,82,122,171,2311,184,97,199,277,52,119,65
Belgium,83,1,6,2,190,10,393,97,98,97,125,4,7,13,6,5,84,44
Netherlands,14,2,1,0,33,21,41,12,10,6,3,12,2,52,1,59,8,33
France,5,0,14,40,12,251,5,47,33,33,22,2,10,4,1,6,3,32
"Hong Kong, China",36,12,480,9,0,11,2,712,74,34,28,14,19,4,4,0,2,32
Brazil,68,22,19,35,53,56,8,443,33,17,12,8,9,6,4,1,38,31
South Africa,48,122,58,92,582,158,163,103,84,22,6,44,70,8,19,4,506,21
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Viet Nam,15,0,0,0,0,0,0,3,0,4,1,0,6,2,6,1,0,19
Türkiye,0,0,1,0,0,0,17,1,0,0,0,39,17,5,8,5,15,17
Italy,7,17,3,0,14,1,4,76,101,1,14,0,4,1,3,6,13,12
