Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,6607,5399,3789,5080,5923,6416,8564,10723
China,3248,2390,2008,2994,3479,3360,4623,6054
South Africa,501,441,452,338,335,183,530,822
Türkiye,4,6,2,11,27,13,129,433
United Arab Emirates,453,149,186,230,245,167,307,432
United States of America,814,460,370,458,512,426,516,377
Belgium,255,121,149,226,229,192,229,290
Italy,127,259,110,79,79,112,107,267
Japan,16,1,1,1,5,2,1,243
Zambia,30,47,25,34,91,85,235,230
"Tanzania, United Republic of",37,14,6,13,2,2,50,212
France,35,118,33,45,66,33,57,194
India,73,585,60,55,24,171,471,173
Canada,361,253,133,77,158,160,223,97
Spain,29,57,22,5,46,32,107,96
Denmark,33,7,12,1,96,76,151,93
Morocco,1,0,0,212,167,128,48,90
Eswatini,0,0,0,2,2,2,1,69
Germany,22,24,7,69,42,47,59,67
Kenya,97,76,5,39,43,75,271,54
Netherlands,27,28,8,8,10,27,15,49
United Kingdom,31,58,5,12,13,11,24,48
Pakistan,2,138,7,7,6,19,19,47
"Hong Kong, China",31,5,20,10,2,0,0,37
Lebanon,30,1,14,28,35,11,42,37
Uganda,47,29,16,49,63,67,7,36
Malaysia,0,0,0,0,0,21,0,25
Poland,34,18,18,8,17,25,40,21
Togo,7,0,0,0,0,4,1,17
Sweden,1,2,1,0,1,0,1,13
Slovakia,0,3,31,0,0,3,0,12
Angola,0,3,2,0,3,0,18,9
Viet Nam,0,0,0,8,41,0,0,9
Switzerland,23,13,2,2,10,13,22,9
Bangladesh,0,0,0,0,3,10,2,8
Thailand,7,1,0,0,1,0,1,8
Australia,7,9,0,8,2,21,20,7
"Taipei, Chinese",53,4,19,4,9,9,72,7
Brazil,0,0,0,0,2,0,0,5
Bulgaria,0,0,0,0,2,7,3,3
Benin,0,0,0,0,0,0,0,3
Rwanda,25,2,2,1,2,1,4,3
Senegal,0,1,1,0,6,864,80,3
Egypt,0,3,0,0,0,4,0,3
"Korea, Republic of",6,0,0,1,0,0,22,2
Nigeria,34,1,1,2,1,0,1,2
Congo,0,0,1,2,0,0,0,1
Djibouti,0,0,0,0,0,0,0,1
Ghana,1,1,0,0,0,0,0,1
Gabon,2,0,0,0,0,0,0,0
Côte d'Ivoire,11,1,0,0,3,0,0,0
Armenia,0,5,5,0,0,0,0,0
Belarus,0,0,0,0,6,0,0,0
Cameroon,0,2,0,0,0,9,0,0
Costa Rica,5,0,0,0,0,0,0,0
Czech Republic,1,0,2,19,0,0,0,0
Finland,2,0,0,0,0,0,6,0
Greece,0,0,0,3,0,1,0,0
Hungary,0,0,0,3,0,0,0,0
Iceland,0,0,0,1,0,0,0,0
Indonesia,0,1,0,0,24,0,0,0
Ireland,0,0,0,0,0,2,0,0
Israel,0,0,0,0,3,0,0,0
Jordan,3,1,0,0,0,0,0,0
Liberia,0,0,0,4,0,0,0,0
Luxembourg,0,0,0,0,0,0,7,0
Madagascar,0,0,0,0,0,0,0,0
Mali,0,0,0,1,0,0,1,0
Mauritania,0,0,0,0,0,3,0,0
Mexico,0,0,0,2,0,0,0,0
Mozambique,0,2,0,0,0,0,0,0
Namibia,0,0,0,2,0,0,0,0
Nicaragua,2,0,0,0,0,0,0,0
Niger,2,0,0,0,0,0,2,0
Philippines,0,0,0,0,0,1,0,0
Portugal,19,0,47,3,0,1,1,0
Romania,3,9,0,0,0,0,0,0
Saudi Arabia,0,0,0,1,0,0,0,0
Serbia,0,0,0,0,0,1,0,0
Sierra Leone,0,0,1,0,0,3,10,0
Singapore,17,10,0,0,0,10,0,0
Slovenia,0,0,2,0,0,0,7,0
Zimbabwe,1,0,0,0,0,0,1,0
Tunisia,0,39,0,0,0,0,0,0
Ukraine,35,3,1,1,7,0,15,0
Burkina Faso,0,0,0,0,0,0,4,0
HHI,0.441891175,0.388594028,0.473781489,0.536566268,0.530591185,0.470601597,0.479464837,0.505666516
