Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,2410,5484,7147,0,0,0,0,0,0,0,39565,33903,32253,66039,19273,18743,12925,18357
Malaysia,0,0,0,0,0,0,0,0,0,0,269,16,10,22,39,1,42,4497
Mauritania,2,29,0,0,0,0,0,0,0,0,0,16,22,0,10,3,12,2108
Ghana,0,0,0,0,0,0,0,0,0,0,467,67,165,559,166,54,43,1313
Romania,0,0,0,0,0,0,0,0,0,0,7,5,4,0,0,3,0,997
China,5,49,0,0,0,0,0,0,0,0,136,380,56,358,9,21,250,950
South Africa,172,289,617,0,0,0,0,0,0,0,487,365,205,869,112,1198,1059,923
United Kingdom,143,2665,859,0,0,0,0,0,0,0,8597,2660,7014,4623,6857,355,1591,913
United States of America,509,252,2353,0,0,0,0,0,0,0,3232,8582,1941,51011,175,275,791,712
Cuba,5,38,4,0,0,0,0,0,0,0,2138,1439,536,360,475,550,325,648
Namibia,4,88,6,0,0,0,0,0,0,0,470,381,61,629,18,233,2841,605
"Congo, Democratic Republic of the",4,0,13,0,0,0,0,0,0,0,567,3057,775,529,603,631,414,519
Spain,96,82,6,0,0,0,0,0,0,0,103,911,360,21,102,54,37,504
United Arab Emirates,0,183,71,0,0,0,0,0,0,0,917,2584,1298,174,171,86,350,484
Congo,30,23,444,0,0,0,0,0,0,0,3533,954,207,343,230,275,477,399
Portugal,83,137,195,0,0,0,0,0,0,0,1199,1190,1206,470,137,166,134,314
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,385,0,4,304
Netherlands,59,8,88,0,0,0,0,0,0,0,987,1429,2337,1999,134,225,114,302
Côte d'Ivoire,0,0,3,0,0,0,0,0,0,0,81,7,11,115,6,15,2108,241
Norway,13,29,402,0,0,0,0,0,0,0,819,212,9684,248,6484,297,34,196
France,204,153,1762,0,0,0,0,0,0,0,1223,596,623,796,516,334,86,141
Lebanon,22,0,0,0,0,0,0,0,0,0,19,403,34,15,4,30,23,139
Belgium,198,9,23,0,0,0,0,0,0,0,3181,2122,432,58,138,406,558,109
Gabon,33,0,6,0,0,0,0,0,0,0,53,19,107,64,106,4,2,106
