Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,11,18,25,21,8,207,211,0,86,26,128,39,35,46,2258,77,14,220,45,102
France,0,0,23,17,0,0,0,0,0,0,0,6,1,10,0,0,9,56,13,94
Côte d'Ivoire,0,0,0,1,0,0,11,0,85,0,11,0,0,0,732,77,0,11,6,6
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Canada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Italy,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,33,5,5,1526,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,2,0
Niger,7,18,0,0,0,204,200,0,0,26,114,0,0,22,0,0,3,0,0,0
Rwanda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,1,0,0,0,0,0,0,0,10,8,0,0,1,10,1,0
India,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Switzerland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Togo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
United States of America,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.286136957,1,0.814828913,0.604857498,0.603553391,0.950882458,0.826898913,0,0.960533365,1,0.751729196,0.522099367,0.310553708,0.127923632,0.144909431,1,0.246149156,0.437110982,0.210133809,0.819359196
