Exporters,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,288761,171092,179127,239742,286536,221457,426285,632339
China,49349,30720,33635,50012,95922,65780,128888,275818
South Africa,83160,33695,44059,50184,39484,39550,80574,108560
Saudi Arabia,27558,26841,27602,33079,29099,13242,21734,36144
United Kingdom,5810,2163,5962,10521,11964,18010,19446,34123
India,7913,7022,7599,11624,8664,11207,28088,31805
"Korea, Republic of",14688,3563,4750,8097,4443,8905,18071,26745
United States of America,9860,16214,12900,10304,18305,14885,20363,13934
France,4133,1689,1887,1619,2453,1935,6939,13286
Qatar,4426,6573,4125,8319,6536,5994,13377,13190
United Arab Emirates,8949,2358,3643,4160,4439,4196,13663,11893
Zambia,1193,396,1370,1638,2795,1906,5521,10127
Thailand,17467,8322,5543,9003,4731,6472,17164,9048
Belgium,7148,2992,6011,5947,4508,4870,5553,6251
Oman,800,957,1081,3170,11538,2139,9075,3954
Egypt,352,226,130,418,8103,1398,1699,3404
Germany,2603,1739,1387,1302,9158,1583,4807,3255
Türkiye,2892,1062,1057,1598,1824,1084,2431,2571
Chile,308,116,131,304,0,1021,352,2564
Netherlands,3086,2823,2166,1317,1708,2875,5450,2032
Ireland,320,520,503,459,740,787,1108,1910
Kenya,5636,3281,2054,2926,3043,2745,2973,1653
Zimbabwe,74,51,545,3483,1798,914,1378,1629
"Tanzania, United Republic of",455,186,109,408,149,71,286,1327
Italy,1181,920,787,723,614,461,772,1261
Uganda,2317,1887,1564,1649,1576,1997,1728,1250
Viet Nam,52,40,43,33,242,365,564,1234
Spain,6538,3561,1135,1364,438,966,1888,950
Côte d'Ivoire,609,187,302,220,264,107,863,905
"Taipei, Chinese",5661,2234,1530,2786,2837,889,2330,865
Lebanon,702,239,522,342,670,399,759,835
Australia,677,650,168,167,613,526,617,822
Pakistan,78,66,114,483,946,112,413,718
Indonesia,255,272,152,62,341,370,431,687
Angola,4,47,23,44,155,25,212,654
"Hong Kong, China",787,156,61,72,11,29,38,586
Rwanda,866,308,84,74,345,238,639,567
Canada,359,330,504,210,927,68,316,566
Russian Federation,3,0,0,20,39,13,552,491
Finland,35,21,404,249,1421,575,581,437
Botswana,5,0,8,36,72,1,7,425
Japan,92,38,9,72,110,46,146,395
Tunisia,410,363,271,470,338,283,360,334
Denmark,706,478,159,2637,534,70,788,299
Singapore,1116,564,880,1601,445,199,433,287
Poland,50,192,213,55,97,276,197,264
Jordan,74,63,0,0,14,18,225,214
Malaysia,1824,87,520,1086,15,958,40,208
"Korea, Democratic People's Republic of",652,0,148,219,0,123,0,198
Namibia,3,0,1,0,0,0,9,198
Switzerland,581,77,119,122,210,346,393,175
Israel,185,126,103,193,182,169,119,167
Bulgaria,24,0,0,0,0,0,56,165
Czech Republic,1788,3155,14,3925,1017,11,7,144
Ukraine,2,0,0,0,245,2,294,137
Togo,0,0,0,0,0,0,46,95
Malawi,56,60,0,0,0,0,0,85
Sweden,132,67,26,24,52,51,322,82
Croatia,0,0,0,0,0,0,26,61
Burundi,117,0,0,140,1,1,22,51
Brazil,32,59,6,16,21,58,79,42
Mexico,24,11,12,21,46,12,72,34
Slovenia,0,7,0,0,0,1,58,34
Slovakia,2,0,21,2,0,0,0,26
Romania,16,25,0,0,0,3,14,21
Congo,0,0,0,0,0,0,6,18
Morocco,6,149,149,125,20,12,521,16
Portugal,411,10,6,27,10,18,7,16
Greece,2,0,65,71,6,0,0,14
Sudan,0,0,0,1,0,0,0,14
Sri Lanka,0,0,0,1,0,0,0,10
Bosnia and Herzegovina,0,0,0,0,0,0,9,9
Nigeria,37,30,6,13,1,0,1,9
Austria,139,1,5,30,2,3,3,7
Hungary,2,185,6,14,7,0,4,7
Latvia,0,0,0,0,0,0,0,6
"Iran, Islamic Republic of",233,16,36,10,18,16,30,4
Lesotho,0,0,0,0,0,1,0,4
Montenegro,0,0,0,0,0,0,0,3
Lithuania,0,0,0,1,0,0,0,2
Peru,0,0,0,0,0,13,0,2
Wallis and Futuna Islands,0,0,0,0,0,0,0,1
Georgia,0,0,0,0,0,0,0,1
Luxembourg,274,31,33,0,2,0,4,1
Mauritius,14,3,9,0,0,0,154,1
Eswatini,1,2,2,2,1,20,2,1
Nauru,1,0,0,0,0,0,0,0
United States Minor Outlying Islands,51,0,0,0,0,0,0,0
Azerbaijan,57,0,0,5,0,0,28,0
Argentina,0,19,13,35,3,3,0,0
Bahrain,131,330,271,0,119,29,0,0
Bangladesh,16,23,0,21,34,0,0,0
Bhutan,0,0,0,0,1,1,0,0
Cambodia,2,2,0,316,1,0,0,0
Cameroon,2,16,0,0,2,0,0,0
Colombia,0,0,0,11,0,0,0,0
Cook Islands,2,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,1,0
Ethiopia,15,10,1,0,1,1,0,0
Estonia,1,0,0,0,0,0,0,0
Gabon,3,0,13,0,0,0,0,0
Ghana,4,6,1,4,0,0,0,0
Greenland,0,1,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0
Iceland,405,0,0,11,0,0,0,0
Kuwait,277,303,315,0,0,0,0,0
Lao People's Democratic Republic,0,3,0,0,0,0,0,0
Liberia,0,0,0,17,0,0,0,0
Madagascar,0,0,0,0,18,0,0,0
Mali,0,1,0,0,0,0,0,0
Malta,0,0,0,0,0,0,1,0
Mongolia,0,0,8,0,0,0,0,0
Nepal,0,1,0,0,0,0,0,0
New Zealand,44,0,0,0,5,4,2,0
Norway,234,0,22,1,0,1,0,0
Panama,4,0,0,0,0,0,0,0
Philippines,3,0,0,1,0,0,122,0
Senegal,117,132,20,0,1,0,0,0
Serbia,5,15,0,7,34,0,28,0
Sierra Leone,0,0,0,0,0,0,3,0
Turks and Caicos Islands,33,2,0,4,0,0,0,0
Uruguay,44,0,0,0,0,0,0,0
HHI,0.292219807,0.25192699,0.279238732,0.260679957,0.31206581,0.293422841,0.302936332,0.419418671
