Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,6.200571222636433e-05,0.00012998519764581947,0.0001706916454964338,6.037761092202516e-05,6.631065091954052e-05,0.0001241536967760209,0.00013603761788299,9.729730762115138e-05,0.00012636661466019656,0.00021937462621323843,0.00022990013740467233,0.00020745180629830806,0.0003243621346386699,0.0002785393374745924,0.00020724716836268214,0.00024881524039745807,0.00027749119945154007,0.0003505170239160294,0.00040448081581289606,0.00043977522261129176
2,1.0594966382741969e-05,2.650657911574052e-05,1.85658941196122e-05,2.9267628777231663e-05,6.932752892137261e-05,0.00015477856787622822,0.00011640049455627448,0.0002847372975078602,0.00035576366131783203,0.000628297001132186,0.00015221047625417285,0.0002521206201004869,0.00011086924895625315,0.0003904835094779721,0.0002767259126385913,0.00020949388027879706,0.0009202476274699791,0.0008450705421935482,0.0010989575014034173,0.0011714305634369295
3,0.0011848018083996925,0.00041184342242801,0.0008778133011514836,0.0009166418001005478,0.0008022889416401917,0.00017822559092179398,0.0005280032718564866,0.0002816040884778949,0.0009726721971954896,0.0013640362304901115,0.0019979409824103385,0.0042395576208348286,0.01018333421146862,0.010737181690152642,0.01241216296648782,0.009307463270932312,0.012532894579797473,0.013811718821060135,0.015654908390094445,0.013720991411370415
4,0.0017355493778415758,0.0010993072280068245,0.0011273604038074922,0.0011157253749938959,0.004163126481910597,0.0013513453150999567,0.0022728887697231965,0.0017502311400474904,0.0009261911970256358,0.000833903283518859,0.0009908927354931717,0.0010227075385187397,0.0009284124685438163,0.0013337455381097303,0.0013346055819783065,0.0015707995332322133,0.0012468492857353405,0.0015685578929377276,0.0018136812164463974,0.002055739338302939
5,0.00013255682093068425,0.00022242709867620819,9.77722931407397e-05,7.200444804728753e-05,0.00019400909627997066,0.000305627079058579,0.000411363674308543,0.00029702127190031396,0.00021907001412600224,0.0001056052268953797,0.0001212812988721933,8.258281643130206e-05,0.00015595958666216763,0.0002300022318051635,0.000340514290251511,0.000362957442800259,0.00031403461796780457,0.0001052760676494998,0.00011459181377267304,8.442948370895668e-05
6,0.00016016507414521542,0.0001785907352815047,7.778586081507272e-05,0.00010662881134652014,7.29099949111054e-05,3.7100845382761055e-05,5.420090982694854e-05,7.227713785329399e-05,6.326410800032338e-05,2.8505259199226494e-05,2.6051092736485878e-05,4.1917254750755564e-05,7.325451873884332e-05,6.525489439980917e-05,7.012375003060234e-05,9.816467944493683e-05,0.00020873209442805996,0.00039539798623432323,0.00025442422132155673,0.00028165086725862097
7,0.006229714287790801,0.001401775748536153,0.0012580386644993396,0.001644911450804369,0.0005269835720625979,0.0006071733176977248,0.0006963031505010104,0.0007582597945487668,0.0007208869127713305,0.0009856542526543864,0.0008495358543801696,0.001089617488330737,0.0010865517097487147,0.0015528814386070026,0.0010640777344262115,0.0008526536129127846,0.001193685560204248,0.0008825292054752949,0.00047165217520176773,0.0003012850694434626
8,0.0015224730411931503,0.005774603900013477,0.0008225488070842243,0.002536842694589069,0.0006188332386998475,0.0007186692279390025,0.0010912312876262575,0.0011452540824404562,0.0011746433844352225,0.0011710623477555332,0.0011954998932567006,0.0015686359994134536,0.0018446157003793493,0.0023074074804573298,0.0013861328144455498,0.0015931432867653365,0.0020366900337794734,0.0014604864292335155,0.0011374138055285968,0.0013655765109919042
9,0.0007571773492279592,0.0010702397729254215,0.0004518146030652602,0.0005297943928438836,0.000395609667043629,0.00045399074467088787,0.0007615077539209668,0.0006082329239850419,0.0005874365381020911,0.00048414238752825397,0.0004353729907385175,0.0005513230284851788,0.0005647301299419354,0.0007651519080912961,0.0007165603030557561,0.0006649125161957768,0.0008256398390382074,0.0007813312728241649,0.0005686483757885488,0.00038327589451677226
10,0.029144926456987352,0.011513188785483118,0.009107346526765758,0.011619472773548961,0.0012927520379106515,0.0035700722931513752,0.00740863323918582,0.00040719990599036933,0.0011202381182368274,0.00037455273461961633,0.00048317031137999915,0.0005622246510666118,0.0020466974624644987,0.0005211885822319496,0.001033301252521371,0.0008057491484100586,0.0019784797917684407,0.003604927832168251,0.0020906914887613825,0.0024679244263177483
