Exporters,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,4086,3844,3840,3983,3199,9722,18686,17523,22656,32310,41062,39407,39030,54867
Thailand,108,0,0,0,0,0,0,0,292,0,5642,99,2091,22565
"Korea, Republic of",369,243,37,2,109,142,0,947,6280,4461,5434,12613,10051,14710
"Taipei, Chinese",0,59,15,18,23,0,352,213,20,0,216,2504,4486,6944
India,26,60,42,93,2,192,2283,1222,883,355,444,1550,8167,4677
Singapore,607,150,0,1,4,0,16,1651,0,1579,1670,928,2249,2433
Australia,1147,2944,2953,3483,2341,3695,13423,4311,2849,3966,2680,3061,432,1584
Malaysia,287,76,65,234,153,2130,2161,7905,6937,10826,18331,13166,6897,904
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,576
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,709,191
Japan,1,4,76,0,70,63,98,91,190,149,90,266,190,109
China,1466,281,504,136,463,3500,282,423,0,0,1,249,132,91
"Hong Kong, China",0,0,0,0,5,0,0,609,1672,1504,61,1509,469,77
Germany,0,0,0,0,0,0,0,150,3184,8647,2010,18,0,4
Canada,0,0,0,0,5,0,0,2,0,0,0,0,0,1
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chad,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Belgium,0,0,0,0,0,0,0,0,152,0,0,0,0,0
Myanmar,0,0,71,0,0,0,0,0,0,0,0,0,0,0
France,22,0,0,0,0,0,0,0,0,0,0,0,485,0
Indonesia,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,813,2793,0,0,0
Italy,0,1,0,0,4,0,0,0,0,0,0,147,0,0
Kenya,0,0,0,0,0,0,68,0,0,0,0,0,0,0
Lebanon,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,182,0,0,0,0,0
Aruba,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,15,0,0,0,0,0,0,1,0,0,0
Qatar,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Spain,0,0,0,0,17,0,0,0,0,0,0,0,2232,0
Switzerland,13,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,1234,3076,191,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,45,230,0
United Kingdom,19,0,12,0,4,0,0,0,5,0,455,175,12,0
United States of America,10,0,65,0,0,0,2,0,1,10,0,0,0,0
HHI,0.299047369,0.681583529,0.679892706,0.810399307,0.652188655,0.270080196,0.607306621,0.329594133,0.265793659,0.228695261,0.325694399,0.303939914,0.21581916,0.349164993
