Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,64,0,3092,5514,6220,0,11148,3424,10822,7907,0,0,7,57,0,7,347,1,0,4
Greece,0,0,46,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Equatorial Guinea,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,2,18,1,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,0,0,0,0,37,0,12,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,9,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia, Plurinational State of",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,1,687,0,1138,0,868,832,0,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,70,1,3,5,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Czech Republic,0,0,0,145,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,33,24,12,0,129,5,0,131,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,7,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,56,980,1131,0,7208,21,16,21,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,1760,316,1115,0,359,314,1230,40,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,6,53,58,0,7,14,10,1,0,0,0,0,0,0,0,0,0,0
Japan,0,0,7,8,0,0,17,28,122,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,17,19,60,1,0,0,0,0,0,0,0,0,0,0
Mali,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,115,576,58,0,20,56,75,50,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0
Portugal,64,0,710,1434,782,0,1823,1950,7467,6038,0,0,0,3,0,7,341,0,0,0
Guinea-Bissau,0,0,0,0,0,0,7,319,2,65,0,0,0,0,0,0,0,1,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,6,0,0,0
Senegal,0,0,3,33,40,0,26,19,546,336,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,31,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,200,171,153,0,121,213,361,30,0,0,0,53,0,0,0,0,0,0
Sweden,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,1,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,1,1579,1581,0,54,18,6,3,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,66,26,16,0,133,20,7,6,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HHI,1,0,0.502087636,0.284548209,0.216714846,0,0.57584231,0.483126024,0.622116221,0.715926898,0,0,1,0.765487719,0,1,0.94148394,1,0,1
