Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,8116,0,14522,19968,24197,21077,26406,22299,14800,12560,9704,11167,8671,7852,13198,6022,6943,7560
Cameroon,822,0,2403,4181,1794,749,2619,0,102,20,529,278,1388,1993,8107,4578,5793,7027
Belgium,4,0,955,703,1575,786,95,1860,0,1083,554,514,13,336,60,0,99,293
Netherlands,0,0,40,0,261,0,0,0,0,0,0,1,0,0,69,512,0,78
China,0,0,0,0,0,0,2222,0,138,0,192,1,0,17,18,116,86,72
Turks and Caicos Islands,0,0,50,0,0,85,1041,950,774,0,17,38,271,22,84,0,40,36
Italy,251,0,1300,0,1763,1123,279,1623,907,907,642,642,46,925,71,20,61,23
Congo,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,21
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Chad,0,0,0,0,0,0,214,0,0,0,938,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Canada,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Denmark,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0
France,6816,0,7668,14173,10703,11623,9056,14964,9603,6872,6329,6753,6085,2200,2423,725,841,0
Germany,83,0,0,330,0,0,1659,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,32,22,0
Indonesia,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,4071,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,523,0,210,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,629,362,1267,1382,0,1039,531,153,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,355,110,0,0,0,0,37,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0
Norway,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0
India,0,0,0,0,0,0,259,0,0,0,0,0,0,18,0,26,0,0
Viet Nam,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,106,534,603,73,221,1113,458,0,0,0,0,0,0,0
Spain,0,0,0,0,209,702,150,0,0,0,0,0,4,0,0,0,0,0
Sweden,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,144,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Togo,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,272,0,0,23,0,12,12,0,0,0,0,0
Tunisia,0,0,0,0,0,185,227,192,92,0,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,597,193,12,0,0
Ukraine,0,0,0,0,1126,242,0,1186,863,100,0,0,39,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,97,43,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,0,0
United States of America,141,0,1332,0,4449,3666,589,37,1567,2193,0,2927,761,1372,2169,0,0,0
Uruguay,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.740960693,0,0.360297513,0.584130467,0.326298709,0.410615922,0.260775262,0.549467737,0.511792867,0.403503687,0.503952526,0.495501771,0.60750229,0.248508535,0.50581327,0.651398312,0.757745076,0.892385868
