Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,21,0,5,0,0,0,0,0,0,0,301,1320,731,114,14,51,174,67
South Africa,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,3,20
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
"Congo, Democratic Republic of the",18,0,0,0,0,0,0,0,0,0,0,7,2,2,5,4,9,11
Netherlands,0,0,0,0,0,0,0,0,0,0,7,0,30,72,0,0,0,5
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
United Kingdom,0,0,0,0,0,0,0,0,0,0,5,1128,5,4,0,37,82,2
Belgium,0,0,0,0,0,0,0,0,0,0,1,39,3,1,0,1,41,1
Congo,0,0,0,0,0,0,0,0,0,0,29,1,582,1,0,0,0,1
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Brazil,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0
Namibia,0,0,0,0,0,0,0,0,0,0,20,15,0,1,0,3,5,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,2,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0
Chad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Canada,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Norway,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,16,0
Singapore,0,0,0,0,0,0,0,0,0,0,4,59,0,7,0,0,3,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zambia,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
HHI,0.677584777,0,1,0,0,0,0,0,0,0,0.19241402,0.790910135,0.731578815,0.533663944,0.048101664,0.552121695,0.364025753,0.203546707
