Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,212,5,38,351,5910,1128,1584,2444,671,483,1,726,8593,2242,349,6909,4764,3014,2593,5725
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,850,706,441,2698
Kenya,5,0,0,0,0,0,0,0,0,0,1,27,0,0,0,1790,1460,1146,971,853
Rwanda,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,606,245,0,6,677
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,319,75,68,435
"Congo, Democratic Republic of the",0,0,38,351,5891,1128,1564,2443,593,0,0,681,0,2242,349,1625,228,205,614,374
Uganda,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,2,1,1,279
"Tanzania, United Republic of",207,5,0,0,0,0,20,0,0,324,0,0,0,0,0,11,58,22,2,100
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,289,43,37,53
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,46
France,0,0,0,0,0,0,0,0,0,0,0,0,3006,0,0,140,17,0,0,35
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,15,14,58,12,29
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,286,178,182,27
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,243,218,109,25
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,0,0,13,0,13
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,9
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Saudi Arabia,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,1,0,0,5,7
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,5
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0,5
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,1
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,86,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,555,203,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,291,0,7,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,2,0,0
Thailand,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,6,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0
HHI,0.920448464,1,1,1,0.989043292,1,0.957166863,0.998603308,0.629774499,0.136983982,1,0.855780064,0.338040576,1,1,0.260455163,0.226652215,0.343763592,0.335099882,0.403948638
