Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3,0,7,89,62,57,108,34,66,119,17,477,79,622,517,1507,201,360
Italy,0,0,0,0,0,0,0,0,0,0,0,253,0,455,4,1019,0,112
United Kingdom,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,109
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,106
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,9
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Cameroon,0,0,0,0,0,0,0,3,0,0,0,68,1,0,0,0,0,7
United Arab Emirates,0,0,0,0,0,0,52,0,0,0,0,0,0,32,7,0,0,4
France,2,0,6,44,55,46,31,21,54,23,13,34,76,87,9,11,5,2
China,0,0,0,40,2,4,2,4,6,7,4,1,1,19,57,475,6,1
Belgium,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,7,0
Germany,0,0,0,0,3,0,2,0,0,0,0,0,0,4,0,0,36,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
Japan,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Lebanon,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Saudi Arabia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
India,1,0,0,5,2,0,0,1,1,2,0,4,0,2,104,0,32,0
Spain,0,0,0,0,0,0,0,3,5,0,0,0,0,1,5,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,1,0,0,81,0,40,0,0,196,1,0,0
HHI,0.130590976,0,0.552622199,0.220384394,0.779171901,0.566717941,0.3425963,0.395629354,0.653668321,0.512401134,0.317452619,0.368814085,0.924550235,0.610117433,0.269581063,0.54063455,0.362042022,0.289393667
