Importers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,22349,19409,33830,57255,65802,90288,93280,109598,125061,150311,98084,79856,72352,40028
United States of America,16674,14028,25970,37270,35815,40622,44944,51519,62557,83073,59865,48531,46367,28541
Canada,288,154,1055,3003,7652,13218,15078,15552,17280,16686,16894,15853,10941,6328
Netherlands,52,117,116,555,2200,3240,3891,4548,4689,8400,4001,1768,1760,1151
Belgium,602,478,701,1105,1048,1032,1266,928,735,1062,1112,1720,3332,696
United Arab Emirates,232,39,13,61,3,8,186,125,1384,289,276,98,94,546
United Kingdom,2108,2661,3335,8834,4663,7988,6936,5294,4457,4760,3627,3319,3142,513
Spain,0,58,9,94,210,787,725,751,1110,359,441,532,318,434
Japan,1,113,22,51,105,209,290,289,440,428,1030,1292,1559,418
Australia,0,16,0,200,374,1154,1916,1811,2623,8749,1810,1462,866,277
India,0,14,0,40,41,84,88,14,95,56,152,74,137,237
Pakistan,1,0,4,0,16,19,108,43,270,319,66,66,83,187
Czech Republic,0,0,12,0,113,164,245,98,27,5,0,237,98,123
"Korea, Republic of",0,29,26,4,0,0,0,0,63,129,30,16,0,112
Sweden,74,94,355,900,566,876,1573,1315,1006,599,423,150,0,96
France,92,290,302,703,405,290,292,759,190,748,476,287,654,85
Sri Lanka,0,9,0,6,178,685,437,12,26,36,74,22,118,41
Saudi Arabia,0,0,42,81,126,180,242,399,262,525,153,216,132,36
New Zealand,0,8,0,13,4,0,6,0,72,525,16,105,0,35
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Ireland,63,41,25,3,36,61,250,208,60,55,0,44,20,30
Italy,91,11,98,209,230,586,1128,1965,729,1577,1386,209,239,26
China,0,15,38,18,0,36,155,165,662,986,1093,785,253,25
Germany,887,198,816,2521,1321,1425,3942,5206,5763,3507,1336,724,149,15
"Hong Kong, China",832,234,7,0,102,257,100,24,293,102,416,159,0,13
Portugal,0,0,0,0,0,591,302,797,12890,8321,0,43,0,11
Mali,0,0,0,0,0,0,0,0,0,80,0,0,0,7
Malaysia,210,204,109,282,379,625,767,718,114,207,572,112,7,5
Cambodia,38,49,13,0,0,11,0,0,0,36,28,11,0,4
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,2
French Southern and Antarctic Territories,0,0,0,0,0,0,0,13259,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,9,0,29,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,52,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,38,0,0,0,0
Austria,34,159,107,142,26,64,215,0,170,303,141,0,0,0
Bahrain,0,0,0,20,0,0,2,1,0,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,35,0,19,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,10,15,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,21,0,0,0,0,0
Myanmar,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,0,0,0,0,0,0,0,0,36,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,91,35,29,133,26,0
Colombia,0,0,0,0,7,0,0,0,0,1,4,0,22,0
Comoros,0,0,0,0,0,0,0,0,18,23,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,0,0,59,161,0
Cyprus,2,0,3,5,6,5,3,0,0,0,0,0,0,0
Denmark,1,0,106,296,102,236,127,114,139,196,108,81,10,0
Dominican Republic,0,0,0,0,0,0,0,0,0,23,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,0,0,0,0,0,0,0,0,0,0,0,43,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Finland,12,20,4,21,22,31,13,42,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,17,0,0
Greece,0,30,13,41,0,0,0,0,0,20,23,23,119,0
Guinea,0,0,0,0,0,0,0,0,36,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,67,0
Hungary,0,0,0,0,0,495,176,238,125,69,91,0,0,0
Iceland,0,0,0,1,6,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,21,570,415,1,188,131,0
"Iran, Islamic Republic of",0,0,0,0,52,0,0,0,489,825,23,0,205,0
Jordan,0,8,0,0,0,0,0,18,0,0,0,0,0,0
Kenya,0,0,27,92,80,60,79,54,151,197,0,0,4,0
Kuwait,0,0,10,27,1,30,0,0,3,8,0,0,17,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Lebanon,2,0,4,0,2,0,15,3,34,0,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Latvia,0,0,0,0,0,25,79,26,0,456,32,50,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,51,0
Madagascar,0,0,0,15,0,0,0,0,33,0,0,79,0,0
Maldives,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,6,18,0,0
Mexico,0,0,0,0,0,399,46,193,163,27,0,0,0,0
"Taipei, Chinese",0,0,0,0,13,0,0,0,29,50,52,3,13,0
Morocco,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,74,0,0
Oman,0,0,0,0,0,0,67,1,0,0,2,0,0,0
Nepal,0,5,0,11,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Nigeria,0,0,0,0,0,0,0,0,0,148,0,40,0,0
Norway,3,3,4,8,18,0,0,19,4,0,2,0,0,0
Panama,0,0,0,0,0,23,0,0,0,0,0,0,0,0
Papua New Guinea,0,0,0,0,0,0,0,0,0,17,0,52,0,0
Philippines,0,14,0,26,0,0,0,0,0,0,0,0,0,0
Poland,33,38,151,202,323,424,1424,1014,1214,1335,514,306,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,40,18,0,0,62,0
Romania,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Russian Federation,3,0,66,195,233,255,796,957,1157,1314,1381,347,0,0
Anguilla,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,66,0
Sierra Leone,0,0,0,0,0,0,0,0,19,0,0,0,0,0
Singapore,0,118,93,40,18,0,0,0,3,0,0,102,125,0
Slovakia,0,0,0,0,133,196,163,758,399,0,0,0,3,0
Viet Nam,0,0,0,0,8623,10923,5108,145,139,1989,269,184,0,0
Slovenia,0,0,0,15,5,0,2,0,0,0,0,0,0,0
South Africa,0,0,48,0,0,5,4,23,0,0,0,4,0,0
Sudan (before 2012),0,0,0,0,0,0,0,0,1873,891,2,0,0,0
Switzerland,0,152,62,55,1,0,0,19,0,1,0,0,0,0
Syrian Arab Republic,0,0,0,0,0,0,0,0,5,0,74,0,0,0
Thailand,0,1,6,0,480,2930,17,13,13,54,1,73,82,0
Trinidad and Tobago,0,0,0,0,0,0,0,21,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Türkiye,13,0,0,0,0,1,0,65,104,85,17,22,24,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,22,770,0
Ukraine,0,0,60,55,64,0,0,47,0,0,14,78,105,0
"Macedonia, North",0,0,0,0,0,0,0,0,2,0,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,159,58,0,0,2,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,50,0,0,0,0,0,17,0
Yemen,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HHI,0.693428909,0.682194514,0.731247937,0.612729834,0.502037765,0.412042079,0.437603435,0.429984313,0.463059013,0.5109859,0.574241425,0.583881144,0.601899256,0.67039619
