Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,23,1,11,3,351,17,5,2,5,0,5,10,210,1,4,14,11,30,152,449
"Congo, Democratic Republic of the",0,0,0,0,289,0,0,0,0,0,0,9,0,0,3,13,11,30,142,393
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"Tanzania, United Republic of",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,5
Belgium,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Niger,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
Rwanda,0,0,11,3,62,0,3,0,0,0,5,0,0,0,1,1,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (before 2012),0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
HHI,1,1,1,1,0.460882152,0.416322197,0.047810851,1,1,0,1,0.73353581,0.142133954,1,0.284959256,0.765493476,1,1,0.882619286,0.764813838
