Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,7,5,83,92,55,28,19,24,5,148,304,161,24,0,3,83,25,329,15,66
Belgium,0,0,0,0,3,16,0,0,0,0,0,0,0,0,2,0,0,0,0,38
Togo,0,0,54,0,0,0,8,0,0,66,255,123,23,0,0,5,0,1,0,17
China,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,6
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
France,5,5,30,3,40,12,11,24,0,8,0,19,2,0,0,9,0,0,1,1
Burkina Faso,0,0,0,89,0,1,0,0,0,22,0,0,0,0,0,0,0,0,10,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,0,0,0
Denmark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,1,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0
Germany,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
HHI,0.390292973,1,0.126857285,0.890542816,0.505032879,0.326103946,0.02990881,1,0.401219067,0.253244619,0.636409529,0.556616416,0.870088144,0,0.130590976,0.608185943,0.311017675,0.97926077,0.423610434,0.388839416
